customer_id,region,segment,signup_date
C04445,Bronx,Consumer,2020-08-23
C04446,Manhattan,Consumer,2020-09-12
C04447,Queens,Consumer,2020-12-29
C04448,NJ / Metro,Consumer,2020-07-05
C04449,Brooklyn,Consumer,2024-07-17
C04450,Manhattan,Consumer,2020-12-27
C04451,NJ / Metro,Consumer,2021-01-06
C04452,Bronx,Consumer,2022-12-24
C04453,Manhattan,Consumer,2023-08-25
C04454,Brooklyn,Consumer,2022-01-06
C04455,Manhattan,Consumer,2024-10-02
C04456,NJ / Metro,Consumer,2023-12-19
C04457,Bronx,Consumer,2023-11-26
C04458,Brooklyn,Consumer,2021-04-19
C04459,Staten Island,Consumer,2020-06-25
C04460,NJ / Metro,Consumer,2024-06-28
C04461,NJ / Metro,Consumer,2021-07-22
C04462,Queens,Consumer,2022-09-04
C04463,NJ / Metro,Consumer,2023-12-02
C04464,Staten Island,SMB,2024-10-01
C04465,Brooklyn,Consumer,2024-06-18
C04466,Brooklyn,Consumer,2023-01-02
C04467,Bronx,Consumer,2021-10-06
C04468,Staten Island,Consumer,2024-11-09
C04469,Manhattan,Consumer,2024-01-05
C04470,Brooklyn,Consumer,2022-12-22
C04471,Manhattan,Consumer,2023-12-16
C04472,Brooklyn,Consumer,2023-04-08
C04473,Queens,Enterprise,2021-09-01
C04474,Manhattan,Consumer,2020-08-16
C04475,NJ / Metro,Consumer,2024-02-10
C04476,Bronx,SMB,2020-03-14
C04477,Staten Island,Consumer,2024-12-28
C04478,Brooklyn,Consumer,2022-12-05
C04479,Staten Island,SMB,2022-01-15
C04480,Queens,SMB,2020-03-14
C04481,Brooklyn,SMB,2024-11-15
C04482,Bronx,Consumer,2021-08-05
C04483,Manhattan,SMB,2021-10-30
C04484,Staten Island,Consumer,2021-08-13
C04485,Manhattan,Consumer,2023-09-13
C04486,Queens,Consumer,2021-12-04
C04487,Bronx,Consumer,2024-03-25
C04488,Bronx,Consumer,2021-07-20
C04489,Manhattan,Consumer,2020-02-26
C04490,Queens,Consumer,2022-05-16
C04491,NJ / Metro,SMB,2023-10-29
C04492,Brooklyn,SMB,2020-09-23
C04493,NJ / Metro,Consumer,2020-04-26
C04494,Queens,Consumer,2020-04-23
C04495,Brooklyn,Consumer,2023-08-31
C04496,Bronx,Consumer,2024-11-03
C04497,Brooklyn,Consumer,2021-03-25
C04498,Bronx,Consumer,2022-11-24
C04499,NJ / Metro,Consumer,2024-04-06
C04500,Bronx,Consumer,2022-07-07
C04501,Manhattan,Consumer,2021-11-03
C04502,Manhattan,Consumer,2021-08-13
C04503,Staten Island,Consumer,2023-12-28
C04504,Staten Island,Consumer,2024-12-28
C04505,NJ / Metro,Enterprise,2021-01-02
C04506,Brooklyn,Enterprise,2020-01-07
C04507,Staten Island,Consumer,2022-01-10
C04508,Queens,Consumer,2022-02-02
C04509,Manhattan,Consumer,2023-03-12
C04510,Brooklyn,Consumer,2020-01-25
C04511,Bronx,Consumer,2024-05-17
C04512,Queens,Consumer,2022-11-10
C04513,Manhattan,SMB,2024-04-20
C04514,Queens,Consumer,2024-12-21
C04515,Manhattan,Consumer,2021-07-15
C04516,Staten Island,Consumer,2021-09-04
C04517,Brooklyn,Consumer,2022-10-30
C04518,Manhattan,Consumer,2021-03-06
C04519,Brooklyn,Consumer,2021-08-29
C04520,NJ / Metro,SMB,2024-07-06
C04521,Brooklyn,Consumer,2021-08-18
C04522,Brooklyn,Consumer,2022-03-06
C04523,NJ / Metro,Consumer,2024-06-21
C04524,Bronx,Consumer,2020-01-10
C04525,Staten Island,Consumer,2022-07-05
C04526,Staten Island,Consumer,2024-11-22
C04527,Brooklyn,Consumer,2022-12-22
C04528,Manhattan,Consumer,2023-12-11
C04529,NJ / Metro,Consumer,2023-07-17
C04530,NJ / Metro,Consumer,2024-05-28
C04531,NJ / Metro,Consumer,2023-12-24
C04532,Brooklyn,Consumer,2020-08-24
C04533,Brooklyn,Consumer,2020-11-01
C04534,NJ / Metro,Consumer,2020-08-14
C04535,Bronx,Consumer,2022-01-06
C04536,NJ / Metro,Consumer,2022-01-31
C04537,Brooklyn,Consumer,2020-04-07
C04538,NJ / Metro,SMB,2024-02-09
C04539,Manhattan,Consumer,2021-12-21
C04540,Bronx,Consumer,2022-12-18
C04541,NJ / Metro,Consumer,2022-03-15
C04542,Queens,Consumer,2021-04-10
C04543,Bronx,Consumer,2023-02-19
C04544,Brooklyn,Consumer,2024-06-17
C04545,Staten Island,Consumer,2022-11-06
C04546,Manhattan,Consumer,2021-02-28
C04547,NJ / Metro,Consumer,2020-03-20
C04548,Brooklyn,Consumer,2021-03-18
C04549,Brooklyn,Consumer,2022-11-30
C04550,Staten Island,Consumer,2022-06-11
C04551,Manhattan,Consumer,2022-08-29
C04552,Queens,Consumer,2021-10-30
C04553,Manhattan,Consumer,2023-12-21
C04554,Staten Island,Consumer,2023-01-17
C04555,Staten Island,Consumer,2023-11-25
C04556,NJ / Metro,Consumer,2022-06-10
C04557,NJ / Metro,Consumer,2021-10-05
C04558,Bronx,Consumer,2024-12-29
C04559,NJ / Metro,Consumer,2023-11-02
C04560,NJ / Metro,Consumer,2022-05-24
C04561,Bronx,Consumer,2020-05-29
C04562,Manhattan,Enterprise,2021-07-05
C04563,Bronx,Consumer,2024-12-03
C04564,Brooklyn,Consumer,2022-09-14
C04565,Queens,Enterprise,2020-12-26
C04566,NJ / Metro,Consumer,2021-08-30
C04567,Queens,Consumer,2020-12-03
C04568,Staten Island,Consumer,2023-02-01
C04569,Manhattan,Consumer,2023-08-11
C04570,Bronx,SMB,2021-10-24
C04571,Brooklyn,Consumer,2024-09-28
C04572,Manhattan,Consumer,2023-10-30
C04573,Brooklyn,Consumer,2023-10-03
C04574,Staten Island,Consumer,2020-11-04
C04575,NJ / Metro,Consumer,2022-08-17
C04576,Manhattan,SMB,2024-08-19
C04577,Queens,Consumer,2020-05-11
C04578,Manhattan,Consumer,2021-10-21
C04579,NJ / Metro,Consumer,2020-12-24
C04580,Bronx,Enterprise,2024-03-04
C04581,Manhattan,Consumer,2020-01-19
C04582,NJ / Metro,Consumer,2022-07-24
C04583,Brooklyn,Consumer,2020-08-28
C04584,Staten Island,Consumer,2023-05-18
C04585,Queens,Consumer,2020-06-12
C04586,Manhattan,Consumer,2023-09-30
C04587,Staten Island,SMB,2022-12-23
C04588,Staten Island,Consumer,2021-08-16
C04589,Queens,Consumer,2020-09-16
C04590,Staten Island,Consumer,2021-12-05
C04591,Staten Island,Consumer,2021-11-01
C04592,NJ / Metro,Consumer,2022-05-01
C04593,Queens,Consumer,2020-11-19
C04594,Brooklyn,Consumer,2021-11-27
C04595,Staten Island,SMB,2020-12-02
C04596,Queens,Consumer,2023-06-01
C04597,NJ / Metro,Consumer,2023-09-15
C04598,NJ / Metro,Consumer,2021-03-09
C04599,Queens,Consumer,2023-05-27
C04600,Queens,Consumer,2021-02-20
C04601,Bronx,Consumer,2021-05-23
C04602,NJ / Metro,Consumer,2024-11-06
C04603,Staten Island,Consumer,2024-05-26
C04604,Staten Island,Consumer,2022-02-13
C04605,NJ / Metro,Consumer,2022-02-25
C04606,Manhattan,Consumer,2024-02-16
C04607,Queens,Consumer,2020-08-05
C04608,Brooklyn,Consumer,2020-03-23
C04609,Queens,Consumer,2022-07-09
C04610,Manhattan,Consumer,2023-12-07
C04611,Brooklyn,Consumer,2020-12-11
C04612,Bronx,SMB,2020-11-07
C04613,Bronx,Consumer,2021-11-28
C04614,Brooklyn,Consumer,2024-11-29
C04615,Queens,Consumer,2020-06-19
C04616,Manhattan,Consumer,2023-12-10
C04617,Bronx,Consumer,2021-11-18
C04618,Bronx,Consumer,2024-12-21
C04619,Bronx,Consumer,2024-05-01
C04620,Bronx,SMB,2023-06-30
C04621,Bronx,Consumer,2024-05-17
C04622,Brooklyn,Enterprise,2024-11-23
C04623,Queens,Consumer,2021-04-10
C04624,NJ / Metro,SMB,2022-04-20
C04625,NJ / Metro,Consumer,2021-05-22
C04626,Brooklyn,Consumer,2023-09-23
C04627,Manhattan,Enterprise,2024-11-21
C04628,Queens,Consumer,2022-09-04
C04629,Bronx,Consumer,2021-12-01
C04630,NJ / Metro,Consumer,2024-12-24
C04631,Bronx,Consumer,2024-04-03
C04632,Bronx,Consumer,2024-04-05
C04633,Bronx,Enterprise,2023-09-08
C04634,Staten Island,Consumer,2020-01-26
C04635,Brooklyn,Consumer,2024-11-14
C04636,NJ / Metro,SMB,2022-12-21
C04637,Brooklyn,Consumer,2021-05-22
C04638,Bronx,Consumer,2024-10-12
C04639,Brooklyn,Consumer,2022-10-02
C04640,Staten Island,SMB,2020-12-27
C04641,Bronx,Consumer,2023-05-10
C04642,Manhattan,Consumer,2024-07-02
C04643,Queens,Consumer,2022-08-27
C04644,Bronx,Consumer,2023-03-13
C04645,Bronx,Consumer,2020-11-22
C04646,Staten Island,Consumer,2022-12-10
C04647,Staten Island,Consumer,2020-04-25
C04648,Manhattan,Consumer,2023-10-01
C04649,NJ / Metro,Consumer,2020-11-08
C04650,NJ / Metro,Consumer,2020-03-09
C04651,Brooklyn,Consumer,2022-01-05
C04652,Queens,Consumer,2022-10-16
C04653,Staten Island,Consumer,2020-12-14
C04654,Brooklyn,Consumer,2024-12-18
C04655,NJ / Metro,Consumer,2023-05-20
C04656,NJ / Metro,SMB,2024-12-20
C04657,Manhattan,Consumer,2024-06-19
C04658,Brooklyn,Consumer,2023-09-24
C04659,Bronx,Consumer,2021-10-24
C04660,Brooklyn,SMB,2024-12-31
C04661,Brooklyn,Consumer,2021-08-29
C04662,Staten Island,Consumer,2023-07-04
C04663,Brooklyn,Consumer,2022-11-30
C04664,NJ / Metro,Consumer,2022-04-11
C04665,Queens,Consumer,2020-11-29
C04666,Queens,Consumer,2022-11-26
C04667,Bronx,Consumer,2022-03-03
C04668,NJ / Metro,Consumer,2020-12-31
C04669,Staten Island,Consumer,2020-07-25
C04670,NJ / Metro,Consumer,2023-11-15
C04671,Brooklyn,Consumer,2022-07-23
C04672,Staten Island,Consumer,2022-03-19
C04673,Brooklyn,Consumer,2022-06-01
C04674,Queens,Consumer,2022-02-10
C04675,NJ / Metro,Consumer,2020-06-27
C04676,Bronx,Consumer,2024-08-10
C04677,Queens,Consumer,2024-09-02
C04678,Manhattan,Consumer,2020-12-27
C04679,NJ / Metro,SMB,2022-01-02
C04680,NJ / Metro,Consumer,2021-04-08
C04681,Brooklyn,Consumer,2022-08-22
C04682,Brooklyn,Consumer,2020-12-03
C04683,Bronx,Consumer,2020-03-29
C04684,Bronx,Consumer,2022-01-31
C04685,NJ / Metro,Consumer,2023-02-25
C04686,Brooklyn,SMB,2021-02-25
C04687,Brooklyn,Consumer,2024-09-11
C04688,Staten Island,Consumer,2023-05-30
C04689,Queens,Consumer,2021-10-12
C04690,Queens,Consumer,2024-11-09
C04691,Brooklyn,Consumer,2020-08-28
C04692,Bronx,Consumer,2024-07-21
C04693,Queens,Consumer,2021-09-23
C04694,Queens,Consumer,2024-11-29
C04695,Bronx,Consumer,2020-03-08
C04696,Manhattan,SMB,2021-06-18
C04697,Manhattan,Consumer,2022-08-03
C04698,Staten Island,Consumer,2020-05-08
C04699,NJ / Metro,Consumer,2023-07-16
C04700,NJ / Metro,Consumer,2021-09-20
C04701,NJ / Metro,Consumer,2024-05-08
C04702,Staten Island,Consumer,2022-06-29
C04703,Staten Island,SMB,2020-12-07
C04704,Brooklyn,Consumer,2024-09-25
C04705,Staten Island,Consumer,2023-11-13
C04706,Bronx,SMB,2024-10-27
C04707,Manhattan,Consumer,2024-07-16
C04708,Bronx,Consumer,2020-09-28
C04709,Manhattan,Consumer,2024-07-12
C04710,Bronx,Consumer,2024-01-31
C04711,Manhattan,Consumer,2021-07-01
C04712,Brooklyn,Consumer,2022-07-09
C04713,Staten Island,Consumer,2021-10-31
C04714,Staten Island,SMB,2023-12-12
C04715,Bronx,Consumer,2024-02-03
C04716,NJ / Metro,Consumer,2023-11-16
C04717,Brooklyn,Consumer,2023-11-19
C04718,Bronx,Consumer,2020-11-26
C04719,Staten Island,Consumer,2021-07-03
C04720,Manhattan,Consumer,2022-11-27
C04721,Brooklyn,Consumer,2023-11-25
C04722,Brooklyn,Consumer,2021-10-31
C04723,NJ / Metro,Consumer,2022-02-18
C04724,NJ / Metro,Consumer,2023-12-26
C04725,Queens,Consumer,2023-06-06
C04726,Brooklyn,Consumer,2020-04-28
C04727,Brooklyn,Consumer,2024-02-19
C04728,Staten Island,Consumer,2024-08-22
C04729,Staten Island,Consumer,2022-04-20
C04730,Bronx,Consumer,2020-04-27
C04731,Queens,Consumer,2023-11-15
C04732,NJ / Metro,Consumer,2024-12-11
C04733,Brooklyn,Consumer,2022-06-17
C04734,Staten Island,Consumer,2024-11-29
C04735,Manhattan,SMB,2023-08-03
C04736,Brooklyn,Enterprise,2020-10-16
C04737,Staten Island,Consumer,2021-03-28
C04738,Manhattan,Consumer,2023-05-31
C04739,Brooklyn,Consumer,2023-05-07
C04740,Bronx,Consumer,2020-08-25
C04741,Queens,SMB,2021-04-05
C04742,Staten Island,Consumer,2022-08-24
C04743,Brooklyn,Consumer,2023-04-05
C04744,Bronx,Consumer,2021-11-17
C04745,Queens,Consumer,2024-02-06
C04746,Staten Island,Consumer,2020-12-25
C04747,Bronx,Enterprise,2022-03-19
C04748,NJ / Metro,Consumer,2023-03-25
C04749,Brooklyn,Consumer,2024-11-29
C04750,Bronx,Consumer,2020-04-03
C04751,NJ / Metro,Consumer,2020-12-25
C04752,Manhattan,Consumer,2020-11-20
C04753,Bronx,Consumer,2021-01-02
C04754,Bronx,Consumer,2020-06-09
C04755,NJ / Metro,Consumer,2020-05-27
C04756,Bronx,SMB,2021-11-29
C04757,Bronx,Consumer,2021-12-16
C04758,Bronx,Enterprise,2024-09-11
C04759,NJ / Metro,Consumer,2024-11-03
C04760,Brooklyn,Consumer,2024-06-01
C04761,Manhattan,SMB,2020-07-05
C04762,NJ / Metro,Consumer,2021-04-10
C04763,Bronx,Consumer,2023-10-09
C04764,NJ / Metro,Consumer,2021-02-25
C04765,Manhattan,Consumer,2020-04-11
C04766,NJ / Metro,Consumer,2024-07-04
C04767,Bronx,Consumer,2023-02-02
C04768,Bronx,SMB,2022-12-23
C04769,NJ / Metro,Consumer,2023-12-29
C04770,Queens,SMB,2021-12-21
C04771,Bronx,SMB,2024-04-13
C04772,Bronx,Consumer,2020-08-26
C04773,Manhattan,Consumer,2024-10-27
C04774,Brooklyn,Consumer,2023-04-22
C04775,Manhattan,Consumer,2022-08-07
C04776,NJ / Metro,SMB,2021-12-21
C04777,Staten Island,Consumer,2021-06-18
C04778,Manhattan,Consumer,2022-11-20
C04779,NJ / Metro,Consumer,2020-11-09
C04780,Manhattan,Consumer,2022-06-08
C04781,NJ / Metro,Consumer,2022-03-25
C04782,Manhattan,Consumer,2020-08-24
C04783,Bronx,Consumer,2023-10-08
C04784,Brooklyn,SMB,2022-11-17
C04785,Brooklyn,Consumer,2021-12-16
C04786,Brooklyn,Consumer,2020-11-09
C04787,Queens,Consumer,2024-12-26
C04788,Queens,Consumer,2022-07-28
C04789,Bronx,SMB,2024-08-10
C04790,Brooklyn,SMB,2024-03-25
C04791,Bronx,Consumer,2021-09-14
C04792,Manhattan,Consumer,2024-07-25
C04793,Bronx,Consumer,2020-11-12
C04794,Staten Island,Consumer,2020-05-31
C04795,Queens,Consumer,2020-04-25
C04796,Manhattan,SMB,2024-12-28
C04797,Queens,Consumer,2023-03-03
C04798,Staten Island,Consumer,2024-10-31
C04799,Manhattan,Consumer,2023-05-17
C04800,Brooklyn,Consumer,2024-09-09
C04801,Brooklyn,Consumer,2020-09-26
C04802,Manhattan,Consumer,2022-07-06
C04803,Bronx,Consumer,2021-11-29
C04804,Brooklyn,Consumer,2021-12-26
C04805,Manhattan,SMB,2022-01-21
C04806,Staten Island,Consumer,2024-07-05
C04807,Manhattan,Consumer,2022-08-27
C04808,Bronx,Consumer,2023-05-25
C04809,Staten Island,Consumer,2023-07-09
C04810,Manhattan,Consumer,2024-03-29
C04811,Manhattan,SMB,2021-09-16
C04812,Staten Island,Consumer,2023-12-30
C04813,Bronx,Consumer,2023-05-07
C04814,Brooklyn,Consumer,2024-10-20
C04815,Queens,Consumer,2023-09-30
C04816,Brooklyn,Consumer,2024-10-11
C04817,Manhattan,Consumer,2020-08-10
C04818,Staten Island,Consumer,2023-12-05
C04819,NJ / Metro,Consumer,2021-12-26
C04820,Brooklyn,SMB,2020-05-24
C04821,Manhattan,Consumer,2023-10-13
C04822,NJ / Metro,Consumer,2024-10-19
C04823,Manhattan,Consumer,2024-12-19
C04824,Queens,Consumer,2024-10-26
C04825,Manhattan,Consumer,2023-08-11
C04826,Queens,Consumer,2024-09-15
C04827,NJ / Metro,SMB,2020-07-21
C04828,Staten Island,Consumer,2022-10-16
C04829,Bronx,Consumer,2020-06-09
C04830,NJ / Metro,Consumer,2021-10-05
C04831,Bronx,Consumer,2020-08-01
C04832,Staten Island,Consumer,2023-10-08
C04833,Brooklyn,Consumer,2023-04-02
C04834,NJ / Metro,Consumer,2023-02-12
C04835,Bronx,Consumer,2021-06-11
C04836,NJ / Metro,Consumer,2024-10-05
C04837,NJ / Metro,Consumer,2020-09-09
C04838,Queens,SMB,2021-12-23
C04839,Staten Island,Consumer,2021-05-01
C04840,Manhattan,Consumer,2022-12-26
C04841,Queens,Consumer,2021-10-23
C04842,Staten Island,Consumer,2020-09-21
C04843,Staten Island,Consumer,2022-01-06
C04844,Staten Island,Consumer,2020-02-22
C04845,Manhattan,Consumer,2021-03-11
C04846,NJ / Metro,Consumer,2020-03-30
C04847,Brooklyn,SMB,2020-02-01
C04848,Staten Island,Consumer,2021-10-07
C04849,Staten Island,SMB,2020-09-16
C04850,Queens,Consumer,2024-09-09
C04851,Staten Island,Consumer,2023-12-20
C04852,Brooklyn,Consumer,2022-11-13
C04853,NJ / Metro,Consumer,2022-03-27
C04854,Manhattan,Consumer,2023-12-02
C04855,Bronx,Consumer,2021-04-06
C04856,Manhattan,Consumer,2022-07-16
C04857,Queens,Consumer,2022-01-01
C04858,Brooklyn,Consumer,2024-03-05
C04859,Manhattan,Consumer,2023-01-20
C04860,Bronx,Consumer,2023-03-07
C04861,Brooklyn,Enterprise,2023-07-14
C04862,NJ / Metro,Consumer,2020-01-19
C04863,Staten Island,SMB,2024-02-03
C04864,Brooklyn,Consumer,2022-02-20
C04865,Brooklyn,Consumer,2022-05-29
C04866,Bronx,SMB,2023-10-01
C04867,NJ / Metro,Consumer,2022-05-24
C04868,Queens,Consumer,2022-03-23
C04869,Bronx,Consumer,2020-12-25
C04870,Staten Island,Consumer,2023-11-26
C04871,Queens,Consumer,2021-12-13
C04872,Bronx,Consumer,2023-12-16
C04873,Bronx,Consumer,2022-12-15
C04874,Bronx,Consumer,2020-07-29
C04875,NJ / Metro,Consumer,2024-11-26
C04876,NJ / Metro,Consumer,2024-05-09
C04877,Manhattan,Consumer,2020-10-04
C04878,Staten Island,Consumer,2021-10-24
C04879,NJ / Metro,Consumer,2023-07-26
C04880,Brooklyn,Consumer,2020-10-24
C04881,NJ / Metro,Consumer,2020-11-28
C04882,Bronx,SMB,2021-08-27
C04883,NJ / Metro,Consumer,2023-12-09
C04884,Bronx,SMB,2024-08-23
C04885,NJ / Metro,Consumer,2023-12-21
C04886,Queens,Consumer,2022-12-22
C04887,NJ / Metro,Consumer,2024-01-01
C04888,Manhattan,SMB,2024-07-10
C04889,Queens,Consumer,2021-03-07
C04890,Manhattan,Consumer,2020-06-17
C04891,Manhattan,Consumer,2024-05-18
C04892,Queens,SMB,2024-05-03
C04893,Staten Island,Consumer,2022-06-07
C04894,NJ / Metro,Enterprise,2021-03-08
C04895,Queens,Consumer,2024-03-28
C04896,Queens,Consumer,2022-08-08
C04897,Staten Island,Consumer,2023-10-09
C04898,Staten Island,Consumer,2020-12-28
C04899,Staten Island,Consumer,2024-08-13
C04900,Brooklyn,SMB,2021-03-15
C04901,NJ / Metro,Consumer,2021-08-19
C04902,NJ / Metro,Consumer,2024-03-27
C04903,Bronx,Consumer,2020-02-01
C04904,Queens,Consumer,2020-07-08
C04905,Manhattan,Consumer,2020-02-01
C04906,Bronx,Consumer,2024-11-30
C04907,Bronx,Consumer,2024-10-08
C04908,Manhattan,Consumer,2024-07-17
C04909,Brooklyn,Consumer,2021-12-06
C04910,Brooklyn,Consumer,2023-09-29
C04911,Queens,SMB,2020-08-22
C04912,Queens,Consumer,2024-10-05
C04913,Staten Island,Consumer,2022-04-07
C04914,Staten Island,Consumer,2024-12-13
C04915,Bronx,Consumer,2021-06-10
C04916,Manhattan,Consumer,2024-03-03
C04917,Manhattan,Consumer,2024-12-07
C04918,Manhattan,Consumer,2024-05-27
C04919,Staten Island,Consumer,2023-09-18
C04920,Manhattan,Consumer,2021-07-03
C04921,Bronx,Consumer,2023-12-23
C04922,Staten Island,Consumer,2022-12-03
C04923,Bronx,Consumer,2021-11-27
C04924,Staten Island,Consumer,2023-03-05
C04925,Manhattan,Consumer,2024-07-25
C04926,Bronx,Consumer,2020-10-07
C04927,Manhattan,Consumer,2023-11-24
C04928,Brooklyn,Consumer,2020-09-28
C04929,Brooklyn,Consumer,2024-07-29
C04930,NJ / Metro,Enterprise,2024-05-28
C04931,NJ / Metro,Consumer,2022-04-25
C04932,Bronx,Consumer,2023-01-23
C04933,Manhattan,SMB,2023-05-13
C04934,Queens,Consumer,2020-04-12
C04935,Brooklyn,Consumer,2022-12-26
C04936,NJ / Metro,Consumer,2023-10-03
C04937,Bronx,Enterprise,2022-05-24
C04938,Staten Island,Consumer,2021-02-17
C04939,Bronx,Consumer,2021-11-13
C04940,NJ / Metro,Consumer,2023-05-15
C04941,Staten Island,Consumer,2024-05-04
C04942,NJ / Metro,Consumer,2024-06-08
C04943,Brooklyn,SMB,2020-11-17
C04944,Manhattan,Consumer,2023-07-14
C04945,Manhattan,Consumer,2024-01-16
C04946,Brooklyn,Consumer,2022-09-13
C04947,Queens,Consumer,2024-04-21
C04948,Manhattan,Consumer,2023-12-23
C04949,Queens,Consumer,2021-09-23
C04950,Manhattan,Consumer,2022-03-19
C04951,Manhattan,Consumer,2023-06-18
C04952,Queens,Consumer,2022-05-02
C04953,Staten Island,Consumer,2022-03-18
C04954,NJ / Metro,Consumer,2021-12-26
C04955,NJ / Metro,Consumer,2021-04-13
C04956,Brooklyn,Consumer,2023-11-01
C04957,Manhattan,Consumer,2024-04-21
C04958,Bronx,Consumer,2023-08-10
C04959,Staten Island,Consumer,2021-08-15
C04960,NJ / Metro,Consumer,2020-07-15
C04961,Bronx,Consumer,2020-11-02
C04962,Queens,Consumer,2024-07-29
C04963,NJ / Metro,Consumer,2022-04-10
C04964,NJ / Metro,Consumer,2022-10-30
C04965,Queens,Consumer,2020-09-28
C04966,Bronx,Consumer,2024-12-20
C04967,Manhattan,Consumer,2021-09-07
C04968,NJ / Metro,Consumer,2023-06-12
C04969,Queens,Consumer,2024-11-02
C04970,Brooklyn,SMB,2023-01-03
C04971,Brooklyn,Enterprise,2024-10-31
C04972,Brooklyn,Consumer,2020-07-08
C04973,Bronx,Consumer,2024-09-16
C04974,Manhattan,Consumer,2020-04-12
C04975,Brooklyn,Consumer,2024-04-06
C04976,Staten Island,Consumer,2021-09-23
C04977,NJ / Metro,Consumer,2021-02-20
C04978,Manhattan,Consumer,2021-05-21
C04979,Queens,Enterprise,2023-07-04
C04980,Brooklyn,SMB,2022-12-15
C04981,Bronx,Consumer,2020-02-14
C04982,Staten Island,Consumer,2020-04-23
C04983,Brooklyn,Consumer,2020-11-30
C04984,Queens,Consumer,2021-11-26
C04985,Queens,Consumer,2023-12-21
C04986,Manhattan,Consumer,2022-08-20
C04987,Brooklyn,Consumer,2023-12-15
C04988,Bronx,Consumer,2022-12-25
C04989,Queens,Consumer,2021-04-13
C04990,Brooklyn,Consumer,2021-09-29
C04991,Bronx,Consumer,2022-05-24
C04992,Manhattan,Consumer,2022-11-06
C04993,Manhattan,Consumer,2022-06-19
C04994,NJ / Metro,Consumer,2020-10-31
C04995,Brooklyn,Consumer,2024-06-17
C04996,Bronx,Consumer,2020-06-10
C04997,Brooklyn,Consumer,2022-12-05
C04998,Queens,Consumer,2021-03-01
C04999,NJ / Metro,Consumer,2023-12-28
C05000,Staten Island,Consumer,2021-11-07
C05001,Bronx,Consumer,2023-11-06
C05002,Queens,Consumer,2022-06-10
C05003,Bronx,Consumer,2020-12-20
C05004,Staten Island,Consumer,2020-03-07
C05005,Manhattan,Consumer,2022-02-24
C05006,Bronx,Consumer,2024-07-31
C05007,NJ / Metro,Consumer,2024-03-08
C05008,Queens,Consumer,2023-01-17
C05009,Bronx,SMB,2023-04-03
C05010,Brooklyn,Consumer,2022-05-29
C05011,Bronx,SMB,2020-12-10
C05012,Manhattan,Consumer,2020-09-01
C05013,Manhattan,Consumer,2021-11-01
C05014,NJ / Metro,Enterprise,2020-10-16
C05015,Bronx,Consumer,2022-11-13
C05016,Bronx,Consumer,2020-10-24
C05017,Manhattan,Consumer,2021-11-27
C05018,Bronx,Consumer,2023-05-29
C05019,Bronx,Consumer,2021-04-17
C05020,Queens,Consumer,2021-12-13
C05021,Bronx,Consumer,2024-12-23
C05022,NJ / Metro,Consumer,2024-05-11
C05023,Manhattan,Consumer,2021-03-30
C05024,Bronx,Consumer,2020-11-04
C05025,Queens,Consumer,2024-09-08
C05026,Bronx,Consumer,2021-10-24
C05027,Staten Island,Consumer,2024-10-11
C05028,Bronx,Consumer,2020-05-07
C05029,Brooklyn,Consumer,2020-12-29
C05030,Bronx,Consumer,2023-10-12
C05031,NJ / Metro,SMB,2021-02-13
C05032,Brooklyn,Enterprise,2023-02-09
C05033,Queens,Consumer,2022-06-29
C05034,Brooklyn,Consumer,2021-12-29
C05035,Queens,Consumer,2021-06-14
C05036,Manhattan,Consumer,2020-06-15
C05037,Brooklyn,Consumer,2020-06-26
C05038,Manhattan,Consumer,2023-12-31
C05039,Queens,Consumer,2023-11-02
C05040,Queens,Consumer,2020-10-29
C05041,Queens,Consumer,2023-09-13
C05042,Staten Island,Consumer,2020-11-16
C05043,Brooklyn,SMB,2022-11-23
C05044,Manhattan,Consumer,2023-03-27
C05045,Staten Island,SMB,2020-04-20
C05046,Queens,SMB,2020-11-28
C05047,Queens,Consumer,2020-12-22
C05048,Brooklyn,Consumer,2023-07-02
C05049,Queens,Enterprise,2020-11-20
C05050,NJ / Metro,Consumer,2021-05-10
C05051,NJ / Metro,SMB,2022-06-29
C05052,Staten Island,SMB,2021-11-07
C05053,Brooklyn,Consumer,2024-07-31
C05054,Manhattan,Consumer,2020-07-17
C05055,Queens,Consumer,2020-04-11
C05056,NJ / Metro,Consumer,2020-08-28
C05057,Brooklyn,Consumer,2022-03-12
C05058,Bronx,Consumer,2024-04-26
C05059,Staten Island,Consumer,2023-02-24
C05060,Staten Island,Consumer,2023-05-12
C05061,Queens,Consumer,2024-04-10
C05062,Brooklyn,Consumer,2024-09-28
C05063,NJ / Metro,Consumer,2023-12-31
C05064,NJ / Metro,Consumer,2024-04-03
C05065,Bronx,SMB,2023-02-13
C05066,Manhattan,Consumer,2020-12-12
C05067,Queens,Consumer,2022-10-03
C05068,Queens,Consumer,2023-07-16
C05069,Manhattan,Consumer,2023-10-08
C05070,NJ / Metro,Consumer,2023-04-22
C05071,NJ / Metro,Consumer,2023-12-05
C05072,NJ / Metro,Consumer,2020-01-26
C05073,Brooklyn,Consumer,2020-11-11
C05074,Bronx,Consumer,2023-12-23
C05075,Queens,Consumer,2021-07-21
C05076,Queens,Consumer,2024-04-12
C05077,Staten Island,Consumer,2020-02-14
C05078,Brooklyn,Consumer,2022-08-23
C05079,Staten Island,Consumer,2020-02-23
