date,year,month,month_name,day,day_of_week,day_name,week_of_year,quarter,season,is_weekend,is_us_holiday,us_holiday_name,is_thanksgiving_period,is_black_friday,is_black_friday_cyber_period,is_christmas_period,is_diwali_period,is_lunar_new_year_period,is_eid_period,is_holiday_season,fiscal_year,fiscal_quarter,fiscal_month
2021-04-10,2021,4,April,10,6,Saturday,14,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-11,2021,4,April,11,7,Sunday,14,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-12,2021,4,April,12,1,Monday,15,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-13,2021,4,April,13,2,Tuesday,15,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-14,2021,4,April,14,3,Wednesday,15,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-15,2021,4,April,15,4,Thursday,15,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-16,2021,4,April,16,5,Friday,15,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-17,2021,4,April,17,6,Saturday,15,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-18,2021,4,April,18,7,Sunday,15,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-19,2021,4,April,19,1,Monday,16,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-20,2021,4,April,20,2,Tuesday,16,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-21,2021,4,April,21,3,Wednesday,16,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-22,2021,4,April,22,4,Thursday,16,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-23,2021,4,April,23,5,Friday,16,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-24,2021,4,April,24,6,Saturday,16,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-25,2021,4,April,25,7,Sunday,16,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-26,2021,4,April,26,1,Monday,17,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-27,2021,4,April,27,2,Tuesday,17,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-28,2021,4,April,28,3,Wednesday,17,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-29,2021,4,April,29,4,Thursday,17,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-04-30,2021,4,April,30,5,Friday,17,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,4
2021-05-01,2021,5,May,1,6,Saturday,17,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-02,2021,5,May,2,7,Sunday,17,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-03,2021,5,May,3,1,Monday,18,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-04,2021,5,May,4,2,Tuesday,18,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-05,2021,5,May,5,3,Wednesday,18,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-06,2021,5,May,6,4,Thursday,18,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-07,2021,5,May,7,5,Friday,18,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-08,2021,5,May,8,6,Saturday,18,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-09,2021,5,May,9,7,Sunday,18,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-10,2021,5,May,10,1,Monday,19,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-11,2021,5,May,11,2,Tuesday,19,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-12,2021,5,May,12,3,Wednesday,19,2,Spring,0,0,,0,0,0,0,0,0,1,0,2021,2,5
2021-05-13,2021,5,May,13,4,Thursday,19,2,Spring,0,0,,0,0,0,0,0,0,1,0,2021,2,5
2021-05-14,2021,5,May,14,5,Friday,19,2,Spring,0,0,,0,0,0,0,0,0,1,0,2021,2,5
2021-05-15,2021,5,May,15,6,Saturday,19,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-16,2021,5,May,16,7,Sunday,19,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-17,2021,5,May,17,1,Monday,20,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-18,2021,5,May,18,2,Tuesday,20,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-19,2021,5,May,19,3,Wednesday,20,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-20,2021,5,May,20,4,Thursday,20,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-21,2021,5,May,21,5,Friday,20,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-22,2021,5,May,22,6,Saturday,20,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-23,2021,5,May,23,7,Sunday,20,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-24,2021,5,May,24,1,Monday,21,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-25,2021,5,May,25,2,Tuesday,21,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-26,2021,5,May,26,3,Wednesday,21,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-27,2021,5,May,27,4,Thursday,21,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-28,2021,5,May,28,5,Friday,21,2,Spring,0,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-29,2021,5,May,29,6,Saturday,21,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-30,2021,5,May,30,7,Sunday,21,2,Spring,1,0,,0,0,0,0,0,0,0,0,2021,2,5
2021-05-31,2021,5,May,31,1,Monday,22,2,Spring,0,1,Memorial Day,0,0,0,0,0,0,0,0,2021,2,5
2021-06-01,2021,6,June,1,2,Tuesday,22,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-02,2021,6,June,2,3,Wednesday,22,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-03,2021,6,June,3,4,Thursday,22,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-04,2021,6,June,4,5,Friday,22,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-05,2021,6,June,5,6,Saturday,22,2,Summer,1,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-06,2021,6,June,6,7,Sunday,22,2,Summer,1,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-07,2021,6,June,7,1,Monday,23,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-08,2021,6,June,8,2,Tuesday,23,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-09,2021,6,June,9,3,Wednesday,23,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-10,2021,6,June,10,4,Thursday,23,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-11,2021,6,June,11,5,Friday,23,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-12,2021,6,June,12,6,Saturday,23,2,Summer,1,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-13,2021,6,June,13,7,Sunday,23,2,Summer,1,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-14,2021,6,June,14,1,Monday,24,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-15,2021,6,June,15,2,Tuesday,24,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-16,2021,6,June,16,3,Wednesday,24,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-17,2021,6,June,17,4,Thursday,24,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-18,2021,6,June,18,5,Friday,24,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-19,2021,6,June,19,6,Saturday,24,2,Summer,1,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-20,2021,6,June,20,7,Sunday,24,2,Summer,1,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-21,2021,6,June,21,1,Monday,25,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-22,2021,6,June,22,2,Tuesday,25,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-23,2021,6,June,23,3,Wednesday,25,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-24,2021,6,June,24,4,Thursday,25,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-25,2021,6,June,25,5,Friday,25,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-26,2021,6,June,26,6,Saturday,25,2,Summer,1,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-27,2021,6,June,27,7,Sunday,25,2,Summer,1,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-28,2021,6,June,28,1,Monday,26,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-29,2021,6,June,29,2,Tuesday,26,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-06-30,2021,6,June,30,3,Wednesday,26,2,Summer,0,0,,0,0,0,0,0,0,0,0,2021,2,6
2021-07-01,2021,7,July,1,4,Thursday,26,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-02,2021,7,July,2,5,Friday,26,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-03,2021,7,July,3,6,Saturday,26,3,Summer,1,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-04,2021,7,July,4,7,Sunday,26,3,Summer,1,1,Independence Day,0,0,0,0,0,0,0,0,2021,3,7
2021-07-05,2021,7,July,5,1,Monday,27,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-06,2021,7,July,6,2,Tuesday,27,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-07,2021,7,July,7,3,Wednesday,27,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-08,2021,7,July,8,4,Thursday,27,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-09,2021,7,July,9,5,Friday,27,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-10,2021,7,July,10,6,Saturday,27,3,Summer,1,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-11,2021,7,July,11,7,Sunday,27,3,Summer,1,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-12,2021,7,July,12,1,Monday,28,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-13,2021,7,July,13,2,Tuesday,28,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-14,2021,7,July,14,3,Wednesday,28,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-15,2021,7,July,15,4,Thursday,28,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-16,2021,7,July,16,5,Friday,28,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-17,2021,7,July,17,6,Saturday,28,3,Summer,1,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-18,2021,7,July,18,7,Sunday,28,3,Summer,1,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-19,2021,7,July,19,1,Monday,29,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-20,2021,7,July,20,2,Tuesday,29,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-21,2021,7,July,21,3,Wednesday,29,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-22,2021,7,July,22,4,Thursday,29,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-23,2021,7,July,23,5,Friday,29,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-24,2021,7,July,24,6,Saturday,29,3,Summer,1,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-25,2021,7,July,25,7,Sunday,29,3,Summer,1,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-26,2021,7,July,26,1,Monday,30,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-27,2021,7,July,27,2,Tuesday,30,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-28,2021,7,July,28,3,Wednesday,30,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-29,2021,7,July,29,4,Thursday,30,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-30,2021,7,July,30,5,Friday,30,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-07-31,2021,7,July,31,6,Saturday,30,3,Summer,1,0,,0,0,0,0,0,0,0,0,2021,3,7
2021-08-01,2021,8,August,1,7,Sunday,30,3,Summer,1,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-02,2021,8,August,2,1,Monday,31,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-03,2021,8,August,3,2,Tuesday,31,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-04,2021,8,August,4,3,Wednesday,31,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-05,2021,8,August,5,4,Thursday,31,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-06,2021,8,August,6,5,Friday,31,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-07,2021,8,August,7,6,Saturday,31,3,Summer,1,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-08,2021,8,August,8,7,Sunday,31,3,Summer,1,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-09,2021,8,August,9,1,Monday,32,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-10,2021,8,August,10,2,Tuesday,32,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-11,2021,8,August,11,3,Wednesday,32,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-12,2021,8,August,12,4,Thursday,32,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-13,2021,8,August,13,5,Friday,32,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-14,2021,8,August,14,6,Saturday,32,3,Summer,1,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-15,2021,8,August,15,7,Sunday,32,3,Summer,1,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-16,2021,8,August,16,1,Monday,33,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-17,2021,8,August,17,2,Tuesday,33,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-18,2021,8,August,18,3,Wednesday,33,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-19,2021,8,August,19,4,Thursday,33,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-20,2021,8,August,20,5,Friday,33,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-21,2021,8,August,21,6,Saturday,33,3,Summer,1,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-22,2021,8,August,22,7,Sunday,33,3,Summer,1,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-23,2021,8,August,23,1,Monday,34,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-24,2021,8,August,24,2,Tuesday,34,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-25,2021,8,August,25,3,Wednesday,34,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-26,2021,8,August,26,4,Thursday,34,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-27,2021,8,August,27,5,Friday,34,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-28,2021,8,August,28,6,Saturday,34,3,Summer,1,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-29,2021,8,August,29,7,Sunday,34,3,Summer,1,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-30,2021,8,August,30,1,Monday,35,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-08-31,2021,8,August,31,2,Tuesday,35,3,Summer,0,0,,0,0,0,0,0,0,0,0,2021,3,8
2021-09-01,2021,9,September,1,3,Wednesday,35,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-02,2021,9,September,2,4,Thursday,35,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-03,2021,9,September,3,5,Friday,35,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-04,2021,9,September,4,6,Saturday,35,3,Fall,1,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-05,2021,9,September,5,7,Sunday,35,3,Fall,1,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-06,2021,9,September,6,1,Monday,36,3,Fall,0,1,Labor Day,0,0,0,0,0,0,0,0,2021,3,9
2021-09-07,2021,9,September,7,2,Tuesday,36,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-08,2021,9,September,8,3,Wednesday,36,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-09,2021,9,September,9,4,Thursday,36,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-10,2021,9,September,10,5,Friday,36,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-11,2021,9,September,11,6,Saturday,36,3,Fall,1,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-12,2021,9,September,12,7,Sunday,36,3,Fall,1,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-13,2021,9,September,13,1,Monday,37,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-14,2021,9,September,14,2,Tuesday,37,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-15,2021,9,September,15,3,Wednesday,37,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-16,2021,9,September,16,4,Thursday,37,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-17,2021,9,September,17,5,Friday,37,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-18,2021,9,September,18,6,Saturday,37,3,Fall,1,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-19,2021,9,September,19,7,Sunday,37,3,Fall,1,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-20,2021,9,September,20,1,Monday,38,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-21,2021,9,September,21,2,Tuesday,38,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-22,2021,9,September,22,3,Wednesday,38,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-23,2021,9,September,23,4,Thursday,38,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-24,2021,9,September,24,5,Friday,38,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-25,2021,9,September,25,6,Saturday,38,3,Fall,1,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-26,2021,9,September,26,7,Sunday,38,3,Fall,1,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-27,2021,9,September,27,1,Monday,39,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-28,2021,9,September,28,2,Tuesday,39,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-29,2021,9,September,29,3,Wednesday,39,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-09-30,2021,9,September,30,4,Thursday,39,3,Fall,0,0,,0,0,0,0,0,0,0,0,2021,3,9
2021-10-01,2021,10,October,1,5,Friday,39,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-02,2021,10,October,2,6,Saturday,39,4,Fall,1,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-03,2021,10,October,3,7,Sunday,39,4,Fall,1,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-04,2021,10,October,4,1,Monday,40,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-05,2021,10,October,5,2,Tuesday,40,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-06,2021,10,October,6,3,Wednesday,40,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-07,2021,10,October,7,4,Thursday,40,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-08,2021,10,October,8,5,Friday,40,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-09,2021,10,October,9,6,Saturday,40,4,Fall,1,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-10,2021,10,October,10,7,Sunday,40,4,Fall,1,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-11,2021,10,October,11,1,Monday,41,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-12,2021,10,October,12,2,Tuesday,41,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-13,2021,10,October,13,3,Wednesday,41,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-14,2021,10,October,14,4,Thursday,41,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-15,2021,10,October,15,5,Friday,41,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-16,2021,10,October,16,6,Saturday,41,4,Fall,1,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-17,2021,10,October,17,7,Sunday,41,4,Fall,1,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-18,2021,10,October,18,1,Monday,42,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-19,2021,10,October,19,2,Tuesday,42,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-20,2021,10,October,20,3,Wednesday,42,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-21,2021,10,October,21,4,Thursday,42,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-22,2021,10,October,22,5,Friday,42,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-23,2021,10,October,23,6,Saturday,42,4,Fall,1,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-24,2021,10,October,24,7,Sunday,42,4,Fall,1,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-25,2021,10,October,25,1,Monday,43,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-26,2021,10,October,26,2,Tuesday,43,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-27,2021,10,October,27,3,Wednesday,43,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-28,2021,10,October,28,4,Thursday,43,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-29,2021,10,October,29,5,Friday,43,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-30,2021,10,October,30,6,Saturday,43,4,Fall,1,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-10-31,2021,10,October,31,7,Sunday,43,4,Fall,1,0,,0,0,0,0,0,0,0,0,2021,4,10
2021-11-01,2021,11,November,1,1,Monday,44,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,11
2021-11-02,2021,11,November,2,2,Tuesday,44,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,11
2021-11-03,2021,11,November,3,3,Wednesday,44,4,Fall,0,0,,0,0,0,0,1,0,0,0,2021,4,11
2021-11-04,2021,11,November,4,4,Thursday,44,4,Fall,0,0,,0,0,0,0,1,0,0,0,2021,4,11
2021-11-05,2021,11,November,5,5,Friday,44,4,Fall,0,0,,0,0,0,0,1,0,0,0,2021,4,11
2021-11-06,2021,11,November,6,6,Saturday,44,4,Fall,1,0,,0,0,0,0,1,0,0,0,2021,4,11
2021-11-07,2021,11,November,7,7,Sunday,44,4,Fall,1,0,,0,0,0,0,0,0,0,0,2021,4,11
2021-11-08,2021,11,November,8,1,Monday,45,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,11
2021-11-09,2021,11,November,9,2,Tuesday,45,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,11
2021-11-10,2021,11,November,10,3,Wednesday,45,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,11
2021-11-11,2021,11,November,11,4,Thursday,45,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,11
2021-11-12,2021,11,November,12,5,Friday,45,4,Fall,0,0,,0,0,0,0,0,0,0,0,2021,4,11
2021-11-13,2021,11,November,13,6,Saturday,45,4,Fall,1,0,,0,0,0,0,0,0,0,0,2021,4,11
2021-11-14,2021,11,November,14,7,Sunday,45,4,Fall,1,0,,0,0,0,0,0,0,0,0,2021,4,11
2021-11-15,2021,11,November,15,1,Monday,46,4,Fall,0,0,,0,0,0,0,0,0,0,1,2021,4,11
2021-11-16,2021,11,November,16,2,Tuesday,46,4,Fall,0,0,,0,0,0,0,0,0,0,1,2021,4,11
2021-11-17,2021,11,November,17,3,Wednesday,46,4,Fall,0,0,,0,0,0,0,0,0,0,1,2021,4,11
2021-11-18,2021,11,November,18,4,Thursday,46,4,Fall,0,0,,0,0,0,0,0,0,0,1,2021,4,11
2021-11-19,2021,11,November,19,5,Friday,46,4,Fall,0,0,,0,0,0,0,0,0,0,1,2021,4,11
2021-11-20,2021,11,November,20,6,Saturday,46,4,Fall,1,0,,0,0,0,0,0,0,0,1,2021,4,11
2021-11-21,2021,11,November,21,7,Sunday,46,4,Fall,1,0,,0,0,0,0,0,0,0,1,2021,4,11
2021-11-22,2021,11,November,22,1,Monday,47,4,Fall,0,0,,0,0,0,0,0,0,0,1,2021,4,11
2021-11-23,2021,11,November,23,2,Tuesday,47,4,Fall,0,0,,0,0,0,0,0,0,0,1,2021,4,11
2021-11-24,2021,11,November,24,3,Wednesday,47,4,Fall,0,0,,0,0,0,0,0,0,0,1,2021,4,11
2021-11-25,2021,11,November,25,4,Thursday,47,4,Fall,0,1,Thanksgiving,1,0,0,0,0,0,0,1,2021,4,11
2021-11-26,2021,11,November,26,5,Friday,47,4,Fall,0,0,,1,1,1,0,0,0,0,1,2021,4,11
2021-11-27,2021,11,November,27,6,Saturday,47,4,Fall,1,0,,1,0,1,0,0,0,0,1,2021,4,11
2021-11-28,2021,11,November,28,7,Sunday,47,4,Fall,1,0,,0,0,1,0,0,0,0,1,2021,4,11
2021-11-29,2021,11,November,29,1,Monday,48,4,Fall,0,0,,0,0,1,0,0,0,0,1,2021,4,11
