product_id,category,subcategory,unit_cost,list_price
P05462,Office,Furniture,418.58,771.41
P05463,Clothing,Kids,624.33,1494.21
P05464,Grocery,Beverages,354.66,481.2
P05465,Sports,Team Sports,592.53,1130.93
P05466,Baby,Clothing,124.69,255.81
P05467,Home,Decor,370.88,567.61
P05468,Home,Bedding,104.21,219.38
P05469,Clothing,Men,1018.99,1386.87
P05470,Clothing,Shoes,28.74,73.51
P05471,Home,Kitchen,593.26,1425.87
P05472,Clothing,Athleisure,165.67,374.72
P05473,Clothing,Shoes,737.32,1168.61
P05474,Home,Furniture,755.45,1021.84
P05475,Electronics,Computers,879.13,1238.28
P05476,Electronics,Smart Home,264.06,712.48
P05477,Sports,Team Sports,634.15,947.16
P05478,Office,Supplies,437.75,751.53
P05479,Baby,Gear,927.52,1460.94
P05480,Clothing,Women,709.22,1156.58
P05481,Home,Furniture,237.36,667.32
P05482,Electronics,Phones,550.25,944.65
P05483,Home,Decor,819.79,1124.2
P05484,Baby,Gear,362.21,596.75
P05485,Sports,Cycling,732.96,1154.7
P05486,Grocery,Frozen,270.01,439.61
P05487,Home,Bedding,850.71,1308.77
P05488,Grocery,Frozen,127.24,237.28
P05489,Sports,Cycling,423.92,782.47
P05490,Electronics,Audio,491.35,806.27
P05491,Grocery,Beverages,404.29,893.93
P05492,Electronics,Computers,479.82,652.08
P05493,Clothing,Athleisure,443.56,879.43
P05494,Electronics,TV & Video,569.92,1273.47
P05495,Home,Decor,378.7,639.1
P05496,Office,Accessories,660.14,1143.4
P05497,Beauty,Skincare,286.29,781.93
P05498,Clothing,Women,349.66,644.42
P05499,Sports,Fitness,372.88,563.88
P05500,Office,Accessories,237.35,319.85
P05501,Grocery,Frozen,308.55,591.9
P05502,Home,Furniture,828.47,1451.83
P05503,Toys,Collectibles,120.34,180.9
P05504,Home,Decor,920.13,1241.5
P05505,Toys,Collectibles,628.16,1491.85
P05506,Baby,Diapers,334.49,433.45
P05507,Sports,Cycling,368.39,846.54
P05508,Clothing,Shoes,624.84,1209.79
P05509,Home,Bedding,771.46,1183.68
P05510,Sports,Outdoor,409.97,702.23
P05511,Home,Storage,268.76,683.6
P05512,Electronics,Computers,440.97,925.57
P05513,Electronics,Phones,224.21,431.62
P05514,Sports,Fitness,477.73,634.51
P05515,Baby,Clothing,861.68,1356.34
P05516,Beauty,Fragrance,92.71,127.77
P05517,Sports,Cycling,448.85,587.61
P05518,Toys,Board Games,601.82,1248.38
P05519,Toys,Collectibles,397.93,693.23
P05520,Electronics,TV & Video,461.15,704.82
P05521,Electronics,Smart Home,528.1,1243.69
P05522,Beauty,Fragrance,499.02,1386.49
P05523,Beauty,Haircare,351.94,477.63
P05524,Office,Electronics,406.62,763.64
P05525,Office,Electronics,238.94,455.43
P05526,Beauty,Skincare,145.21,190.6
P05527,Clothing,Kids,709.51,925.14
P05528,Beauty,Haircare,491.72,1236.82
P05529,Toys,Kids Toys,135.67,374.6
P05530,Beauty,Makeup,411.18,611.4
P05531,Grocery,Pantry,229.53,298.75
P05532,Home,Storage,692.94,1052.99
P05533,Grocery,Fresh,471.71,699.07
P05534,Beauty,Makeup,318.67,694.07
P05535,Sports,Outdoor,540.79,835.04
P05536,Grocery,Fresh,268.07,707.76
P05537,Beauty,Makeup,23.24,53.35
P05538,Grocery,Frozen,169.29,439.23
P05539,Grocery,Snacks,298.01,625.36
P05540,Baby,Clothing,354.31,572.76
P05541,Home,Furniture,149.91,189.05
P05542,Office,Furniture,609.17,946.92
P05543,Toys,STEM Toys,988.72,1269.63
P05544,Grocery,Fresh,60.58,151.69
P05545,Toys,Kids Toys,59.5,136.34
P05546,Sports,Cycling,664.87,909.15
P05547,Grocery,Snacks,894.43,1131.19
P05548,Office,Supplies,418.47,712.08
P05549,Grocery,Frozen,522.85,1023.41
P05550,Toys,STEM Toys,156.21,222.56
P05551,Office,Supplies,612.18,1200.47
P05552,Grocery,Fresh,202.03,419.27
P05553,Office,Accessories,905.16,1167.39
P05554,Sports,Fitness,444.63,815.44
P05555,Baby,Diapers,379.38,586.0
P05556,Office,Furniture,824.44,1048.67
P05557,Grocery,Fresh,426.32,1023.35
P05558,Toys,Collectibles,445.02,970.7
P05559,Office,Supplies,359.21,679.4
P05560,Beauty,Personal Care,571.04,1118.66
P05561,Toys,Board Games,1050.71,1461.99
P05562,Home,Bedding,959.09,1499.87
P05563,Toys,STEM Toys,548.12,686.53
P05564,Office,Electronics,448.16,736.7
P05565,Home,Bath,756.04,949.26
P05566,Toys,Kids Toys,541.12,1429.88
P05567,Beauty,Skincare,480.87,621.42
P05568,Sports,Outdoor,435.07,971.49
P05569,Baby,Gear,196.23,348.16
P05570,Baby,Feeding,722.32,985.25
P05571,Sports,Fitness,816.97,1447.08
P05572,Toys,Board Games,955.65,1466.49
P05573,Beauty,Skincare,326.79,445.95
P05574,Baby,Clothing,239.55,314.57
P05575,Home,Storage,328.36,588.97
P05576,Home,Furniture,508.13,1362.29
P05577,Baby,Clothing,504.73,1004.14
P05578,Home,Bath,930.07,1439.99
P05579,Electronics,Smart Home,761.81,1005.25
P05580,Clothing,Women,382.39,580.9
P05581,Baby,Gear,709.28,1163.0
P05582,Home,Kitchen,148.23,213.36
P05583,Office,Electronics,288.36,472.65
P05584,Clothing,Athleisure,495.55,827.78
P05585,Beauty,Skincare,353.31,659.09
P05586,Sports,Fitness,150.07,333.25
P05587,Clothing,Kids,16.02,24.58
P05588,Grocery,Beverages,478.81,1325.31
P05589,Grocery,Snacks,678.81,1008.49
P05590,Home,Bath,541.53,796.53
P05591,Home,Furniture,373.81,788.14
P05592,Baby,Clothing,209.76,286.02
P05593,Sports,Outdoor,568.94,967.99
P05594,Clothing,Men,416.58,614.96
P05595,Office,Accessories,24.86,31.41
P05596,Electronics,Smart Home,259.47,431.0
P05597,Toys,Kids Toys,457.6,927.56
P05598,Baby,Clothing,945.25,1286.82
P05599,Office,Electronics,531.92,1176.51
P05600,Toys,Collectibles,290.36,575.65
P05601,Grocery,Beverages,214.24,593.67
P05602,Sports,Team Sports,916.15,1449.15
P05603,Beauty,Fragrance,101.71,234.05
P05604,Office,Furniture,693.58,883.8
P05605,Clothing,Women,485.49,710.92
P05606,Baby,Gear,606.09,1386.61
P05607,Sports,Team Sports,839.32,1063.01
P05608,Clothing,Men,626.99,1261.3
P05609,Baby,Clothing,200.32,446.76
P05610,Home,Decor,288.04,442.67
P05611,Grocery,Frozen,615.45,787.74
P05612,Electronics,Smart Home,400.78,885.01
P05613,Office,Electronics,523.85,1075.85
P05614,Baby,Diapers,979.53,1466.51
P05615,Clothing,Shoes,64.39,88.19
P05616,Beauty,Makeup,479.15,1135.28
P05617,Home,Decor,1004.7,1359.53
P05618,Electronics,TV & Video,303.25,412.99
P05619,Clothing,Women,197.59,270.63
P05620,Toys,Collectibles,228.88,522.66
P05621,Office,Electronics,997.39,1469.78
P05622,Home,Kitchen,573.92,959.25
P05623,Beauty,Makeup,572.24,1069.57
P05624,Grocery,Snacks,195.0,448.46
P05625,Grocery,Beverages,314.7,874.83
P05626,Home,Decor,523.79,1251.56
P05627,Baby,Clothing,243.6,559.94
P05628,Office,Furniture,384.02,539.22
P05629,Sports,Team Sports,264.96,725.19
P05630,Clothing,Kids,382.43,732.05
P05631,Grocery,Fresh,268.34,389.98
P05632,Sports,Team Sports,1004.08,1476.02
P05633,Clothing,Shoes,503.15,1256.84
P05634,Sports,Cycling,579.33,782.57
P05635,Clothing,Women,549.72,961.71
P05636,Clothing,Kids,479.15,1075.82
P05637,Office,Furniture,916.79,1277.14
P05638,Grocery,Snacks,94.25,229.95
P05639,Grocery,Frozen,60.63,108.41
P05640,Clothing,Men,568.66,1434.52
P05641,Toys,STEM Toys,307.97,462.66
P05642,Baby,Clothing,570.23,1449.02
P05643,Toys,Board Games,162.62,256.85
P05644,Beauty,Makeup,659.42,1271.77
P05645,Grocery,Frozen,409.53,1137.88
P05646,Sports,Team Sports,509.72,959.84
P05647,Baby,Clothing,690.01,1360.69
P05648,Home,Bath,715.92,938.94
P05649,Sports,Fitness,552.88,928.45
P05650,Toys,STEM Toys,523.04,1250.86
P05651,Office,Furniture,431.03,1033.25
P05652,Grocery,Fresh,1085.88,1380.68
P05653,Home,Decor,365.03,900.55
P05654,Sports,Team Sports,757.86,1476.79
P05655,Office,Supplies,224.67,477.31
P05656,Toys,Kids Toys,425.75,543.41
P05657,Beauty,Fragrance,204.75,341.72
P05658,Baby,Gear,668.35,1466.83
P05659,Grocery,Frozen,1010.51,1285.26
P05660,Beauty,Personal Care,22.28,50.23
P05661,Grocery,Beverages,400.51,641.79
P05662,Sports,Outdoor,91.48,123.44
P05663,Beauty,Personal Care,202.6,270.9
P05664,Sports,Outdoor,696.86,1391.24
P05665,Office,Accessories,651.96,817.16
P05666,Baby,Clothing,559.87,1232.43
P05667,Toys,Collectibles,185.67,239.74
P05668,Electronics,Phones,66.9,124.87
P05669,Toys,STEM Toys,544.27,1135.39
P05670,Clothing,Men,336.92,645.31
P05671,Electronics,Audio,834.75,1236.15
P05672,Electronics,Smart Home,741.5,1078.0
P05673,Beauty,Skincare,516.7,750.35
P05674,Home,Kitchen,421.65,970.38
P05675,Baby,Feeding,209.68,357.16
P05676,Clothing,Women,271.81,514.2
P05677,Home,Bedding,20.82,43.36
P05678,Office,Supplies,869.3,1475.16
P05679,Grocery,Beverages,277.98,443.27
P05680,Sports,Fitness,279.22,579.14
P05681,Office,Supplies,1089.59,1373.54
P05682,Beauty,Makeup,469.01,1267.5
P05683,Electronics,Smart Home,592.5,820.19
P05684,Beauty,Personal Care,405.16,643.73
P05685,Clothing,Shoes,1142.23,1493.6
P05686,Grocery,Frozen,422.2,666.15
P05687,Clothing,Shoes,473.31,1273.73
P05688,Grocery,Frozen,23.65,36.84
P05689,Home,Decor,390.11,810.39
P05690,Beauty,Makeup,435.21,622.38
P05691,Home,Furniture,837.42,1365.96
P05692,Home,Storage,1101.12,1414.6
P05693,Home,Storage,1078.42,1383.75
P05694,Clothing,Men,666.02,910.98
P05695,Clothing,Athleisure,630.04,1005.19
P05696,Home,Furniture,31.99,51.83
P05697,Home,Storage,272.48,496.89
P05698,Clothing,Women,542.2,1008.62
P05699,Toys,STEM Toys,818.45,1144.89
P05700,Grocery,Snacks,96.71,252.09
P05701,Sports,Outdoor,245.64,421.66
P05702,Home,Decor,693.71,1406.1
P05703,Grocery,Snacks,175.37,383.61
P05704,Clothing,Shoes,725.46,1281.33
P05705,Home,Kitchen,859.94,1286.44
P05706,Sports,Fitness,1007.3,1291.55
P05707,Office,Electronics,3.7,4.71
P05708,Electronics,Smart Home,616.77,990.16
P05709,Home,Furniture,33.67,79.19
P05710,Baby,Gear,355.42,649.28
P05711,Grocery,Fresh,937.81,1289.17
P05712,Electronics,Smart Home,950.6,1325.81
P05713,Grocery,Snacks,104.7,284.89
P05714,Electronics,TV & Video,802.38,1294.36
P05715,Home,Bath,993.71,1485.22
P05716,Sports,Team Sports,150.92,416.91
P05717,Office,Supplies,5.84,14.03
P05718,Toys,Kids Toys,932.71,1486.77
P05719,Toys,Board Games,273.9,359.97
P05720,Home,Decor,16.83,33.67
P05721,Office,Accessories,846.6,1373.75
P05722,Electronics,Smart Home,637.89,918.55
P05723,Baby,Feeding,260.49,508.01
P05724,Beauty,Makeup,393.04,922.62
P05725,Toys,Collectibles,388.07,709.4
P05726,Sports,Outdoor,855.7,1185.79
P05727,Home,Bedding,356.99,682.71
P05728,Clothing,Women,854.67,1332.57
P05729,Beauty,Makeup,200.59,461.43
P05730,Office,Electronics,105.22,289.65
P05731,Beauty,Personal Care,156.17,348.8
P05732,Sports,Team Sports,909.31,1484.04
P05733,Sports,Outdoor,873.45,1122.18
P05734,Clothing,Shoes,15.44,26.25
P05735,Electronics,Audio,142.96,276.92
P05736,Beauty,Personal Care,437.03,695.52
P05737,Home,Decor,452.26,678.24
P05738,Sports,Outdoor,269.86,351.52
P05739,Baby,Gear,607.53,1048.68
P05740,Sports,Cycling,60.11,110.81
P05741,Home,Bedding,94.25,144.83
P05742,Home,Kitchen,48.08,75.76
P05743,Grocery,Pantry,444.74,1129.82
P05744,Electronics,Gaming,50.53,90.16
P05745,Sports,Cycling,70.39,193.81
P05746,Office,Supplies,80.8,131.6
P05747,Home,Decor,388.76,843.73
P05748,Electronics,TV & Video,415.36,615.87
P05749,Sports,Cycling,80.66,179.36
P05750,Clothing,Shoes,403.68,867.42
P05751,Sports,Team Sports,686.84,945.95
P05752,Clothing,Women,17.12,26.0
P05753,Clothing,Athleisure,200.37,296.34
P05754,Home,Bedding,43.6,72.7
P05755,Grocery,Pantry,242.77,575.32
P05756,Electronics,Phones,386.26,915.75
P05757,Grocery,Fresh,258.94,337.24
P05758,Electronics,Computers,954.53,1265.24
P05759,Toys,Kids Toys,63.49,130.4
P05760,Electronics,Computers,833.72,1445.58
P05761,Clothing,Women,426.95,1215.88
P05762,Baby,Feeding,341.15,480.84
P05763,Baby,Diapers,583.51,1197.35
P05764,Home,Kitchen,21.55,45.09
P05765,Clothing,Women,596.23,1069.15
P05766,Sports,Cycling,65.71,168.77
P05767,Toys,Collectibles,320.4,701.73
P05768,Grocery,Frozen,411.61,821.05
P05769,Beauty,Personal Care,145.89,325.95
P05770,Clothing,Men,919.74,1453.29
P05771,Grocery,Frozen,428.88,848.46
P05772,Baby,Diapers,452.91,756.02
P05773,Baby,Gear,105.71,151.13
P05774,Office,Supplies,329.92,891.11
P05775,Toys,Board Games,951.28,1314.32
P05776,Sports,Outdoor,678.87,981.59
P05777,Grocery,Pantry,801.51,1253.6
P05778,Grocery,Beverages,610.97,873.75
P05779,Sports,Cycling,393.6,1063.45
P05780,Beauty,Fragrance,189.84,273.4
P05781,Beauty,Personal Care,886.55,1468.99
P05782,Home,Kitchen,334.21,540.88
P05783,Electronics,Gaming,409.9,643.58
P05784,Toys,STEM Toys,931.27,1487.12
P05785,Baby,Gear,427.37,948.08
P05786,Baby,Gear,310.08,882.42
P05787,Sports,Fitness,606.81,773.79
P05788,Sports,Team Sports,135.53,323.61
P05789,Clothing,Shoes,609.43,1219.75
P05790,Toys,Board Games,232.12,650.59
P05791,Baby,Diapers,470.65,780.62
P05792,Beauty,Personal Care,258.6,527.85
P05793,Clothing,Athleisure,625.34,1358.64
P05794,Beauty,Skincare,668.7,1011.42
P05795,Baby,Gear,188.86,521.96
P05796,Baby,Gear,4.34,7.38
P05797,Beauty,Skincare,288.08,361.12
P05798,Home,Kitchen,220.02,354.03
P05799,Office,Furniture,587.64,748.81
P05800,Office,Supplies,81.49,167.87
P05801,Grocery,Frozen,464.2,1255.91
P05802,Home,Bath,29.73,45.04
P05803,Clothing,Men,903.46,1408.16
P05804,Home,Furniture,632.19,1027.44
P05805,Home,Storage,32.5,43.75
P05806,Beauty,Skincare,431.55,1157.68
P05807,Grocery,Frozen,579.8,769.71
P05808,Baby,Feeding,423.36,1028.85
P05809,Baby,Clothing,139.95,248.46
P05810,Beauty,Personal Care,358.66,593.32
P05811,Sports,Team Sports,698.64,1491.55
P05812,Toys,Collectibles,678.68,985.66
P05813,Baby,Clothing,594.04,1116.22
P05814,Clothing,Kids,194.17,247.21
P05815,Grocery,Frozen,777.76,1107.93
P05816,Baby,Gear,550.99,1022.17
P05817,Baby,Diapers,236.78,340.14
P05818,Home,Storage,518.49,1420.13
P05819,Home,Decor,287.99,740.65
P05820,Toys,Collectibles,753.9,1152.37
P05821,Sports,Outdoor,853.22,1408.9
P05822,Home,Bath,698.05,1092.44
P05823,Toys,Collectibles,706.04,1138.64
P05824,Toys,Board Games,1050.65,1418.38
P05825,Grocery,Fresh,655.82,1414.04
P05826,Office,Supplies,295.93,659.51
P05827,Home,Bath,459.02,1153.62
P05828,Baby,Clothing,768.15,1204.43
P05829,Sports,Cycling,213.34,515.25
P05830,Clothing,Men,966.18,1226.53
P05831,Toys,Collectibles,407.67,626.0
P05832,Toys,Board Games,198.98,370.64
P05833,Beauty,Skincare,261.35,400.55
P05834,Baby,Clothing,512.06,802.88
P05835,Beauty,Skincare,578.46,1004.07
P05836,Home,Furniture,701.7,1473.81
P05837,Toys,STEM Toys,272.53,345.45
P05838,Baby,Clothing,1188.21,1485.99
P05839,Sports,Team Sports,427.36,656.46
P05840,Baby,Feeding,23.01,30.97
P05841,Home,Furniture,893.08,1333.2
P05842,Baby,Clothing,334.63,738.9
P05843,Office,Accessories,806.04,1252.62
P05844,Home,Decor,542.24,780.24
P05845,Office,Furniture,309.0,607.43
P05846,Electronics,Audio,542.39,1049.05
P05847,Home,Kitchen,457.4,744.67
P05848,Electronics,TV & Video,66.74,142.57
P05849,Office,Supplies,960.07,1323.35
P05850,Office,Electronics,470.5,1130.43
P05851,Beauty,Fragrance,915.33,1374.62
P05852,Grocery,Fresh,630.33,879.59
P05853,Toys,STEM Toys,619.74,1041.01
P05854,Clothing,Women,384.58,785.48
P05855,Electronics,Gaming,513.63,787.58
P05856,Home,Bedding,139.01,232.56
P05857,Toys,Board Games,106.72,134.93
P05858,Clothing,Women,383.95,556.22
P05859,Baby,Diapers,889.67,1154.47
P05860,Electronics,Smart Home,379.77,819.18
P05861,Beauty,Personal Care,816.4,1431.49
P05862,Electronics,Smart Home,831.4,1358.17
P05863,Grocery,Pantry,539.48,1040.83
P05864,Baby,Gear,910.57,1383.54
P05865,Grocery,Pantry,770.9,1168.98
P05866,Office,Electronics,96.46,220.88
P05867,Office,Electronics,741.92,953.03
P05868,Home,Storage,38.91,100.76
P05869,Sports,Fitness,648.08,996.09
P05870,Sports,Outdoor,781.58,1034.46
P05871,Baby,Feeding,563.46,1398.8
P05872,Clothing,Shoes,215.8,317.97
P05873,Sports,Outdoor,478.58,678.1
P05874,Sports,Fitness,645.25,837.13
P05875,Sports,Team Sports,46.9,64.64
P05876,Toys,Board Games,675.79,898.49
P05877,Clothing,Men,106.94,173.98
P05878,Grocery,Snacks,617.26,1343.95
P05879,Baby,Diapers,630.93,1388.04
P05880,Sports,Cycling,219.36,327.6
P05881,Sports,Team Sports,193.95,494.87
P05882,Toys,Board Games,403.06,576.12
P05883,Clothing,Kids,774.94,1425.6
P05884,Home,Decor,93.58,152.06
P05885,Beauty,Skincare,625.79,1116.04
P05886,Beauty,Makeup,329.73,731.09
P05887,Home,Bedding,367.5,546.16
P05888,Baby,Diapers,199.13,261.54
P05889,Electronics,TV & Video,262.89,703.41
P05890,Baby,Clothing,276.32,367.53
P05891,Home,Storage,500.72,805.54
P05892,Office,Electronics,767.1,1183.63
P05893,Grocery,Frozen,482.6,1310.4
P05894,Beauty,Makeup,267.03,449.99
P05895,Office,Supplies,309.43,544.21
P05896,Beauty,Haircare,550.86,746.32
P05897,Beauty,Personal Care,797.59,1387.48
P05898,Toys,Collectibles,580.96,933.25
P05899,Grocery,Snacks,149.32,352.12
P05900,Beauty,Personal Care,326.87,421.26
P05901,Home,Bedding,27.9,44.75
P05902,Beauty,Haircare,277.68,593.76
P05903,Beauty,Makeup,343.41,737.51
P05904,Beauty,Fragrance,855.41,1290.07
P05905,Office,Furniture,146.35,311.83
P05906,Sports,Cycling,589.08,785.37
P05907,Beauty,Fragrance,125.07,346.22
P05908,Toys,Board Games,827.08,1275.48
P05909,Electronics,Phones,834.11,1475.85
P05910,Home,Bedding,739.51,1225.82
P05911,Office,Accessories,318.2,444.93
P05912,Beauty,Personal Care,168.12,218.06
P05913,Beauty,Personal Care,545.54,1452.15
P05914,Home,Kitchen,507.61,960.8
P05915,Clothing,Men,866.2,1375.24
P05916,Baby,Clothing,776.14,1137.8
P05917,Electronics,TV & Video,527.82,783.26
P05918,Beauty,Fragrance,488.13,706.52
P05919,Electronics,Smart Home,370.93,672.8
P05920,Office,Accessories,221.46,435.54
P05921,Office,Accessories,247.06,515.62
P05922,Toys,Kids Toys,39.56,49.49
P05923,Home,Decor,738.23,1008.35
P05924,Clothing,Men,976.84,1261.79
P05925,Clothing,Athleisure,421.42,830.43
P05926,Toys,Board Games,796.5,1119.18
P05927,Beauty,Fragrance,414.1,555.9
P05928,Office,Accessories,305.01,410.01
P05929,Clothing,Men,518.89,771.53
P05930,Clothing,Shoes,457.44,938.06
P05931,Electronics,Phones,154.34,242.9
P05932,Office,Supplies,387.19,991.54
P05933,Baby,Feeding,371.52,885.72
P05934,Sports,Team Sports,676.67,1358.87
P05935,Home,Decor,684.0,1032.87
P05936,Toys,STEM Toys,285.59,656.58
P05937,Baby,Gear,340.37,506.63
P05938,Beauty,Makeup,905.66,1246.16
P05939,Grocery,Frozen,399.37,946.67
P05940,Baby,Diapers,336.19,455.98
P05941,Baby,Feeding,634.61,882.76
P05942,Beauty,Skincare,236.53,567.45
P05943,Beauty,Skincare,71.14,89.79
P05944,Beauty,Personal Care,711.47,988.7
P05945,Electronics,Smart Home,713.12,1401.68
P05946,Office,Accessories,345.9,551.2
P05947,Electronics,Audio,1037.05,1462.32
P05948,Home,Furniture,98.83,166.7
P05949,Clothing,Shoes,870.68,1236.92
P05950,Electronics,Computers,758.37,997.22
P05951,Sports,Team Sports,142.04,301.22
P05952,Grocery,Beverages,454.09,671.63
P05953,Grocery,Fresh,140.94,288.04
P05954,Grocery,Fresh,111.04,272.26
P05955,Toys,Kids Toys,435.61,564.96
P05956,Home,Decor,500.24,744.62
P05957,Home,Kitchen,71.66,188.09
P05958,Baby,Diapers,539.98,986.61
P05959,Toys,Kids Toys,797.65,1490.4
P05960,Beauty,Fragrance,989.85,1258.43
P05961,Sports,Outdoor,42.89,61.86
P05962,Electronics,Computers,553.99,1059.02
P05963,Clothing,Kids,142.25,250.57
P05964,Home,Bedding,20.02,29.71
P05965,Grocery,Snacks,595.33,1232.69
P05966,Beauty,Personal Care,571.33,939.71
P05967,Clothing,Women,667.05,861.38
P05968,Office,Accessories,439.28,734.06
P05969,Clothing,Women,480.02,648.71
P05970,Toys,Kids Toys,94.21,125.88
P05971,Beauty,Haircare,126.53,271.26
P05972,Beauty,Makeup,553.0,870.71
P05973,Clothing,Men,312.99,524.27
P05974,Office,Accessories,885.15,1427.36
P05975,Beauty,Fragrance,366.51,609.4
P05976,Sports,Cycling,313.59,681.83
P05977,Baby,Gear,196.96,458.74
P05978,Toys,Board Games,252.12,328.72
P05979,Beauty,Personal Care,181.16,434.87
P05980,Baby,Diapers,129.8,356.4
P05981,Baby,Gear,665.34,1437.44
P05982,Sports,Team Sports,265.32,458.56
P05983,Office,Supplies,443.19,608.22
P05984,Grocery,Beverages,405.37,873.74
P05985,Clothing,Athleisure,513.02,1136.82
P05986,Baby,Feeding,7.97,12.84
P05987,Toys,Kids Toys,473.44,747.62
P05988,Electronics,Phones,230.87,499.78
P05989,Home,Kitchen,410.36,543.83
P05990,Home,Furniture,721.43,1327.77
P05991,Office,Accessories,673.11,1491.17
P05992,Sports,Cycling,1037.09,1365.16
P05993,Toys,STEM Toys,948.8,1330.91
P05994,Toys,Collectibles,441.34,1166.58
P05995,Baby,Diapers,572.62,1358.79
P05996,Clothing,Women,473.42,1316.13
P05997,Office,Electronics,1066.08,1407.3
P05998,Sports,Team Sports,475.23,933.93
P05999,Toys,STEM Toys,109.75,146.94
P06000,Home,Bath,438.88,1104.71
P06001,Sports,Outdoor,387.91,863.1
P06002,Grocery,Snacks,925.5,1358.75
P06003,Grocery,Frozen,822.17,1443.33
P06004,Office,Accessories,16.03,22.63
P06005,Electronics,Gaming,788.18,1092.0
P06006,Home,Storage,446.24,785.73
P06007,Office,Supplies,466.66,1135.84
P06008,Grocery,Frozen,582.78,992.29
P06009,Toys,Collectibles,563.64,910.44
P06010,Home,Storage,523.67,688.13
P06011,Toys,Kids Toys,291.43,820.5
P06012,Grocery,Snacks,817.44,1086.27
P06013,Electronics,Audio,494.34,984.67
P06014,Toys,Board Games,721.08,1260.0
P06015,Clothing,Kids,639.33,844.73
P06016,Sports,Fitness,103.72,234.47
P06017,Electronics,Computers,58.72,154.53
P06018,Home,Kitchen,20.63,25.87
P06019,Grocery,Fresh,423.15,698.98
P06020,Office,Furniture,890.91,1205.01
P06021,Clothing,Athleisure,607.29,879.9
P06022,Home,Furniture,291.49,364.65
P06023,Beauty,Makeup,298.91,539.56
P06024,Electronics,TV & Video,988.47,1499.44
P06025,Clothing,Kids,709.1,1490.46
P06026,Grocery,Pantry,522.09,1009.5
P06027,Sports,Cycling,455.12,1147.99
P06028,Office,Supplies,879.38,1164.95
P06029,Grocery,Pantry,449.35,879.19
P06030,Beauty,Makeup,429.17,1089.35
P06031,Baby,Clothing,804.37,1103.21
P06032,Sports,Outdoor,82.36,140.16
P06033,Grocery,Beverages,605.15,932.71
P06034,Sports,Fitness,115.4,144.93
P06035,Electronics,Audio,449.46,762.35
P06036,Toys,Kids Toys,185.82,520.12
P06037,Baby,Diapers,689.61,1406.66
P06038,Toys,Kids Toys,57.32,110.61
P06039,Electronics,Gaming,330.36,654.38
P06040,Baby,Feeding,430.79,650.7
P06041,Sports,Fitness,409.6,619.45
P06042,Home,Storage,49.87,76.39
P06043,Sports,Cycling,668.39,1301.41
P06044,Home,Storage,302.15,659.89
P06045,Grocery,Frozen,749.15,1032.71
P06046,Home,Storage,518.53,829.34
P06047,Grocery,Beverages,403.65,624.81
P06048,Sports,Outdoor,584.29,956.51
P06049,Grocery,Pantry,504.21,727.63
P06050,Baby,Gear,342.15,648.37
P06051,Sports,Cycling,755.06,1137.05
P06052,Toys,Board Games,386.34,746.37
P06053,Beauty,Fragrance,208.03,262.24
P06054,Home,Storage,70.44,88.3
P06055,Baby,Gear,12.61,25.45
P06056,Home,Decor,575.26,1066.92
P06057,Office,Accessories,619.8,895.12
P06058,Clothing,Athleisure,577.55,1165.36
P06059,Baby,Diapers,176.26,263.64
P06060,Sports,Fitness,633.36,1158.85
P06061,Beauty,Makeup,288.1,734.07
P06062,Office,Furniture,557.88,1021.84
P06063,Toys,Board Games,724.36,1011.97
P06064,Clothing,Kids,578.49,943.24
P06065,Grocery,Frozen,671.07,1042.29
P06066,Toys,Collectibles,170.16,331.75
P06067,Baby,Feeding,706.32,1304.26
P06068,Sports,Cycling,466.49,790.3
P06069,Electronics,Phones,236.32,543.14
P06070,Home,Furniture,571.03,733.9
P06071,Sports,Fitness,525.55,1231.13
P06072,Beauty,Makeup,107.26,169.03
P06073,Office,Supplies,711.66,943.24
P06074,Beauty,Haircare,609.14,773.22
P06075,Home,Decor,386.61,631.88
P06076,Electronics,TV & Video,245.04,358.94
P06077,Baby,Clothing,610.56,1414.77
P06078,Beauty,Skincare,460.84,805.36
P06079,Office,Accessories,993.2,1245.59
P06080,Home,Storage,729.01,1460.42
P06081,Beauty,Haircare,167.86,218.43
P06082,Baby,Diapers,723.68,1166.64
P06083,Clothing,Men,284.26,391.79
P06084,Grocery,Snacks,322.73,544.46
P06085,Electronics,Computers,282.43,681.42
P06086,Baby,Clothing,929.45,1189.19
P06087,Beauty,Personal Care,142.07,232.8
P06088,Sports,Cycling,91.14,219.14
P06089,Baby,Gear,1005.3,1485.05
P06090,Home,Storage,96.4,177.37
P06091,Beauty,Haircare,380.5,762.22
P06092,Sports,Cycling,57.27,85.3
P06093,Baby,Diapers,769.89,1230.72
P06094,Toys,Collectibles,294.05,420.15
P06095,Sports,Outdoor,25.74,35.16
P06096,Grocery,Snacks,576.71,937.02
P06097,Clothing,Women,374.23,872.55
P06098,Grocery,Snacks,49.21,68.17
P06099,Sports,Team Sports,459.15,737.87
P06100,Home,Bedding,257.24,579.93
P06101,Grocery,Fresh,682.31,1323.97
P06102,Sports,Outdoor,4.55,8.35
P06103,Sports,Outdoor,428.78,618.19
P06104,Toys,Collectibles,362.06,558.84
P06105,Sports,Outdoor,261.6,647.16
P06106,Electronics,Phones,380.55,518.76
P06107,Home,Bedding,726.18,1486.91
P06108,Electronics,Computers,524.05,770.83
