order_id,customer_id,order_date,sales_channel,order_status
O0044627,C08272,2022-02-15,Online,Completed
O0044628,C06299,2024-01-27,Store,Returned
O0044629,C08801,2020-04-04,Online,Cancelled
O0044630,C07626,2021-11-14,Online,Completed
O0044631,C05916,2021-05-12,Online,Completed
O0044632,C07459,2023-04-30,Store,Returned
O0044633,C07007,2024-06-12,Delivery,Completed
O0044634,C05565,2021-11-13,Online,Completed
O0044635,C03919,2024-04-20,Store,Completed
O0044636,C05856,2023-02-02,Online,Completed
O0044637,C01342,2024-11-27,Online,Completed
O0044638,C09712,2022-10-19,Store,Completed
O0044639,C06047,2022-09-29,Store,Completed
O0044640,C05873,2021-07-03,Delivery,Completed
O0044641,C01074,2020-04-13,Online,Completed
O0044642,C02290,2022-11-03,Store,Completed
O0044643,C05594,2022-06-12,Online,Completed
O0044644,C06212,2020-11-28,Online,Completed
O0044645,C06324,2020-06-17,Store,Completed
O0044646,C05377,2020-12-23,Store,Completed
O0044647,C03136,2023-11-25,Pickup,Completed
O0044648,C04723,2022-07-17,Online,Completed
O0044649,C03384,2022-11-08,Store,Completed
O0044650,C01796,2022-11-14,Pickup,Returned
O0044651,C07854,2023-12-01,Online,Completed
O0044652,C00202,2021-09-10,Online,Completed
O0044653,C04837,2021-04-11,Online,Completed
O0044654,C04420,2024-09-08,Store,Completed
O0044655,C07768,2024-11-12,Online,Completed
O0044656,C02300,2022-01-07,Store,Completed
O0044657,C02194,2024-04-09,Online,Completed
O0044658,C07144,2022-07-23,Online,Completed
O0044659,C06663,2023-02-20,Store,Completed
O0044660,C01909,2021-06-26,Online,Completed
O0044661,C07686,2023-04-21,Online,Returned
O0044662,C01756,2022-07-08,Online,Completed
O0044663,C00695,2024-02-05,Online,Completed
O0044664,C07399,2020-03-12,Store,Completed
O0044665,C04966,2024-07-31,Online,Returned
O0044666,C08416,2022-09-17,Online,Completed
O0044667,C09369,2022-05-27,Delivery,Completed
O0044668,C03143,2022-01-27,Online,Completed
O0044669,C08827,2021-04-04,Online,Completed
O0044670,C00764,2021-11-15,Pickup,Completed
O0044671,C07056,2022-06-27,Online,Returned
O0044672,C06013,2021-01-14,Online,Completed
O0044673,C00548,2020-12-23,Online,Completed
O0044674,C00521,2024-07-28,Online,Completed
O0044675,C03814,2023-08-01,Delivery,Completed
O0044676,C05960,2020-11-15,Store,Completed
O0044677,C07481,2022-02-09,Online,Completed
O0044678,C02603,2023-04-09,Store,Completed
O0044679,C05063,2022-10-04,Online,Cancelled
O0044680,C03821,2022-11-25,Store,Completed
O0044681,C05197,2020-11-07,Online,Cancelled
O0044682,C05530,2021-09-24,Online,Completed
O0044683,C03074,2023-05-07,Online,Completed
O0044684,C02627,2020-12-17,Online,Completed
O0044685,C00680,2020-09-09,Online,Completed
O0044686,C07750,2023-09-25,Online,Completed
O0044687,C08445,2024-04-22,Online,Completed
O0044688,C09820,2024-07-06,Online,Completed
O0044689,C04984,2020-04-24,Store,Completed
O0044690,C06798,2023-06-09,Online,Completed
O0044691,C05700,2022-11-15,Online,Completed
O0044692,C03345,2020-05-14,Delivery,Completed
O0044693,C09042,2024-04-07,Online,Completed
O0044694,C09086,2020-09-04,Online,Completed
O0044695,C09165,2020-11-16,Online,Completed
O0044696,C00515,2020-06-25,Online,Completed
O0044697,C07138,2023-01-31,Delivery,Completed
O0044698,C08531,2020-09-15,Online,Completed
O0044699,C09631,2023-08-08,Online,Completed
O0044700,C08046,2022-11-04,Online,Completed
O0044701,C08741,2023-11-22,Online,Cancelled
O0044702,C00323,2022-11-27,Online,Completed
O0044703,C02083,2021-09-03,Online,Completed
O0044704,C03223,2024-09-01,Store,Completed
O0044705,C05927,2021-12-30,Online,Cancelled
O0044706,C00885,2020-09-06,Store,Completed
O0044707,C00452,2021-04-08,Pickup,Completed
O0044708,C06461,2023-08-14,Online,Completed
O0044709,C07363,2024-12-27,Online,Completed
O0044710,C05622,2024-01-06,Store,Completed
O0044711,C03687,2021-12-17,Delivery,Completed
O0044712,C03319,2022-12-22,Online,Completed
O0044713,C02342,2023-05-26,Online,Completed
O0044714,C02076,2022-11-25,Online,Completed
O0044715,C05785,2023-06-06,Store,Cancelled
O0044716,C07072,2020-04-12,Online,Completed
O0044717,C05388,2021-12-26,Pickup,Completed
O0044718,C04710,2020-09-05,Pickup,Completed
O0044719,C00725,2023-09-16,Online,Completed
O0044720,C06500,2024-06-26,Store,Completed
O0044721,C06539,2024-10-30,Online,Completed
O0044722,C02272,2022-12-07,Pickup,Completed
O0044723,C05986,2024-08-13,Online,Completed
O0044724,C05103,2023-05-13,Online,Returned
O0044725,C03970,2020-08-16,Online,Completed
O0044726,C02186,2020-06-01,Online,Completed
O0044727,C00822,2020-04-11,Online,Completed
O0044728,C09266,2024-09-18,Pickup,Completed
O0044729,C07789,2020-11-11,Online,Completed
O0044730,C04165,2023-06-21,Online,Completed
O0044731,C00889,2022-05-02,Online,Completed
O0044732,C07966,2023-07-10,Pickup,Completed
O0044733,C07757,2021-07-31,Store,Completed
O0044734,C04575,2024-09-17,Online,Completed
O0044735,C01022,2022-02-18,Delivery,Completed
O0044736,C00826,2021-12-07,Delivery,Completed
O0044737,C07268,2024-11-30,Online,Cancelled
O0044738,C07912,2023-04-17,Online,Completed
O0044739,C05731,2023-03-05,Online,Returned
O0044740,C06940,2020-08-31,Online,Completed
O0044741,C01939,2020-05-23,Online,Completed
O0044742,C06522,2021-05-29,Online,Completed
O0044743,C06282,2021-11-30,Online,Completed
O0044744,C08613,2021-11-25,Online,Completed
O0044745,C04014,2022-11-07,Online,Completed
O0044746,C08540,2022-12-14,Store,Cancelled
O0044747,C00120,2020-11-18,Store,Completed
O0044748,C03829,2021-09-19,Store,Completed
O0044749,C04491,2020-04-22,Online,Completed
O0044750,C06074,2021-12-09,Store,Completed
O0044751,C00165,2020-04-03,Online,Completed
O0044752,C03857,2023-11-24,Online,Completed
O0044753,C09484,2022-11-05,Online,Completed
O0044754,C08755,2024-10-12,Online,Completed
O0044755,C09307,2024-09-19,Pickup,Completed
O0044756,C06578,2023-07-07,Online,Completed
O0044757,C09265,2024-11-13,Online,Returned
O0044758,C09506,2021-11-29,Online,Completed
O0044759,C09480,2022-03-12,Delivery,Completed
O0044760,C08304,2023-05-18,Store,Completed
O0044761,C02036,2021-06-23,Online,Completed
O0044762,C00534,2023-02-18,Online,Completed
O0044763,C02361,2022-03-19,Online,Completed
O0044764,C01694,2023-11-03,Store,Cancelled
O0044765,C09444,2024-07-06,Online,Completed
O0044766,C03062,2021-09-05,Online,Completed
O0044767,C07367,2024-12-22,Online,Completed
O0044768,C09956,2021-10-03,Store,Completed
O0044769,C00239,2023-07-02,Online,Returned
O0044770,C01091,2023-04-21,Store,Completed
O0044771,C07070,2024-10-12,Online,Completed
O0044772,C06632,2023-12-28,Online,Completed
O0044773,C07572,2023-03-09,Store,Completed
O0044774,C02973,2021-04-12,Online,Completed
O0044775,C05032,2021-01-29,Online,Completed
O0044776,C05850,2022-11-16,Store,Completed
O0044777,C02150,2020-06-12,Store,Completed
O0044778,C05612,2022-12-23,Online,Completed
O0044779,C09230,2023-09-03,Online,Completed
O0044780,C04819,2023-12-26,Store,Completed
O0044781,C00933,2023-02-23,Online,Completed
O0044782,C02912,2024-11-24,Pickup,Completed
O0044783,C06259,2022-06-12,Online,Completed
O0044784,C02822,2023-07-28,Online,Completed
O0044785,C07345,2023-04-27,Online,Completed
O0044786,C07653,2023-12-10,Online,Completed
O0044787,C02405,2023-12-05,Online,Completed
O0044788,C03160,2024-11-23,Store,Completed
O0044789,C04396,2022-07-31,Online,Completed
O0044790,C02100,2021-11-26,Online,Returned
O0044791,C00147,2020-12-21,Online,Cancelled
O0044792,C01514,2020-03-10,Pickup,Completed
O0044793,C08176,2020-07-26,Online,Completed
O0044794,C00787,2021-11-15,Online,Completed
O0044795,C05171,2022-11-14,Store,Cancelled
O0044796,C06199,2021-04-19,Online,Completed
O0044797,C09216,2023-12-16,Online,Completed
O0044798,C09789,2023-03-05,Store,Returned
O0044799,C07727,2024-04-21,Delivery,Returned
O0044800,C03754,2023-11-19,Delivery,Completed
O0044801,C03516,2023-12-18,Online,Completed
O0044802,C06671,2023-06-19,Online,Completed
O0044803,C05785,2020-08-18,Online,Returned
O0044804,C08410,2021-04-17,Online,Completed
O0044805,C05989,2020-11-26,Online,Completed
O0044806,C04130,2022-12-24,Online,Completed
O0044807,C08575,2022-08-07,Online,Completed
O0044808,C04283,2023-06-18,Online,Completed
O0044809,C02106,2024-05-10,Online,Completed
O0044810,C01097,2022-12-21,Online,Completed
O0044811,C04645,2023-10-13,Store,Completed
O0044812,C03612,2020-03-29,Pickup,Completed
O0044813,C05162,2020-11-30,Online,Completed
O0044814,C02890,2020-01-26,Online,Completed
O0044815,C00019,2023-09-29,Delivery,Completed
O0044816,C08314,2020-02-04,Store,Completed
O0044817,C06967,2021-12-20,Online,Completed
O0044818,C08804,2020-03-23,Online,Completed
O0044819,C03688,2023-11-12,Online,Completed
O0044820,C00141,2020-12-22,Online,Completed
O0044821,C08753,2023-06-11,Store,Completed
O0044822,C06312,2020-05-07,Delivery,Completed
O0044823,C05032,2023-09-25,Online,Completed
O0044824,C09989,2021-05-25,Online,Completed
O0044825,C00882,2021-06-11,Online,Returned
O0044826,C02855,2020-01-05,Store,Completed
O0044827,C01403,2021-03-04,Online,Completed
O0044828,C08880,2024-06-06,Online,Completed
O0044829,C04069,2022-09-06,Store,Completed
O0044830,C00306,2023-02-12,Store,Completed
O0044831,C02840,2022-12-26,Online,Cancelled
O0044832,C00848,2024-03-21,Delivery,Completed
O0044833,C02943,2021-04-27,Online,Completed
O0044834,C02787,2024-07-20,Delivery,Completed
O0044835,C09301,2021-12-14,Online,Completed
O0044836,C05451,2022-08-14,Online,Completed
O0044837,C05393,2021-11-29,Delivery,Completed
O0044838,C05367,2024-10-09,Store,Completed
O0044839,C06450,2024-06-24,Pickup,Completed
O0044840,C00253,2020-12-17,Online,Completed
O0044841,C04623,2021-10-10,Online,Completed
O0044842,C07345,2022-09-07,Online,Completed
O0044843,C07034,2021-11-26,Store,Completed
O0044844,C02272,2021-04-27,Online,Returned
O0044845,C01995,2023-11-08,Delivery,Completed
O0044846,C08858,2023-11-07,Online,Completed
O0044847,C06035,2024-12-28,Online,Completed
O0044848,C05002,2022-08-26,Pickup,Completed
O0044849,C02451,2021-01-20,Store,Completed
O0044850,C02726,2024-12-22,Pickup,Completed
O0044851,C07219,2023-08-13,Store,Completed
O0044852,C07812,2023-10-28,Store,Completed
O0044853,C00114,2021-11-27,Store,Completed
O0044854,C05539,2022-07-10,Online,Cancelled
O0044855,C03478,2022-12-31,Online,Completed
O0044856,C04863,2022-11-19,Store,Completed
O0044857,C02561,2024-09-30,Online,Completed
O0044858,C07534,2022-12-08,Store,Completed
O0044859,C06170,2022-01-16,Online,Completed
O0044860,C02591,2024-10-23,Store,Completed
O0044861,C04037,2023-07-13,Online,Completed
O0044862,C03869,2022-01-21,Online,Completed
O0044863,C06965,2024-12-22,Online,Completed
O0044864,C09983,2022-07-23,Online,Cancelled
O0044865,C01236,2022-11-25,Pickup,Completed
O0044866,C02719,2022-08-21,Pickup,Completed
O0044867,C03374,2022-10-15,Pickup,Completed
O0044868,C04329,2021-09-16,Online,Completed
O0044869,C01827,2020-03-04,Online,Completed
O0044870,C00705,2020-11-29,Online,Completed
O0044871,C05791,2021-12-15,Store,Completed
O0044872,C05373,2020-04-09,Store,Completed
O0044873,C04442,2023-08-11,Delivery,Cancelled
O0044874,C05208,2023-06-02,Store,Returned
O0044875,C06526,2023-05-31,Store,Completed
O0044876,C08927,2021-03-28,Delivery,Completed
O0044877,C02494,2022-05-20,Online,Completed
O0044878,C09789,2024-06-02,Online,Completed
O0044879,C03598,2022-05-22,Store,Completed
O0044880,C05088,2020-03-05,Online,Completed
O0044881,C05105,2020-01-31,Store,Cancelled
O0044882,C00954,2024-11-03,Online,Completed
O0044883,C08932,2020-07-28,Online,Completed
O0044884,C06276,2021-11-27,Online,Cancelled
O0044885,C05973,2020-07-30,Pickup,Cancelled
O0044886,C04898,2023-06-20,Online,Completed
O0044887,C05429,2024-12-21,Online,Completed
O0044888,C04500,2021-11-28,Pickup,Completed
O0044889,C01800,2020-12-21,Store,Returned
O0044890,C00975,2020-04-11,Store,Completed
O0044891,C08726,2020-01-22,Online,Completed
O0044892,C04656,2020-09-21,Store,Completed
O0044893,C06125,2024-07-19,Online,Completed
O0044894,C03090,2024-10-29,Pickup,Completed
O0044895,C05066,2021-07-03,Online,Completed
O0044896,C05631,2024-04-02,Online,Completed
O0044897,C05101,2023-01-03,Store,Completed
O0044898,C02665,2020-12-07,Store,Completed
O0044899,C00141,2021-06-04,Online,Completed
O0044900,C04710,2022-12-24,Online,Completed
O0044901,C04949,2023-12-20,Delivery,Completed
O0044902,C09610,2020-05-09,Online,Completed
O0044903,C05229,2023-10-01,Online,Completed
O0044904,C08913,2023-08-25,Online,Returned
O0044905,C04217,2024-02-08,Store,Returned
O0044906,C08161,2022-01-12,Online,Completed
O0044907,C04991,2024-07-07,Online,Cancelled
O0044908,C00207,2022-01-08,Online,Completed
O0044909,C06494,2021-11-11,Store,Cancelled
O0044910,C01966,2022-12-22,Delivery,Completed
O0044911,C03871,2024-12-07,Online,Completed
O0044912,C09353,2024-03-09,Online,Completed
O0044913,C01245,2022-11-09,Pickup,Completed
O0044914,C07787,2023-12-29,Online,Completed
O0044915,C00838,2022-05-27,Store,Completed
O0044916,C08448,2022-08-26,Online,Completed
O0044917,C03341,2023-11-13,Online,Completed
O0044918,C07364,2023-10-02,Online,Completed
O0044919,C01831,2021-06-20,Pickup,Completed
O0044920,C00208,2023-02-13,Online,Completed
O0044921,C09055,2021-12-22,Online,Completed
O0044922,C02793,2023-11-01,Online,Completed
O0044923,C07618,2024-11-02,Online,Completed
O0044924,C09734,2023-09-08,Online,Completed
O0044925,C01570,2022-11-25,Online,Completed
O0044926,C07935,2020-11-14,Store,Completed
O0044927,C08825,2022-01-31,Delivery,Completed
O0044928,C07752,2024-11-04,Store,Completed
O0044929,C05080,2022-12-17,Online,Completed
O0044930,C09885,2024-01-13,Store,Completed
O0044931,C08834,2020-07-30,Online,Completed
O0044932,C02829,2022-02-04,Store,Completed
O0044933,C04711,2022-06-04,Online,Completed
O0044934,C09256,2021-09-06,Store,Completed
O0044935,C07647,2022-11-05,Delivery,Completed
O0044936,C04523,2023-02-14,Online,Returned
O0044937,C07417,2024-04-28,Online,Cancelled
O0044938,C01702,2020-11-14,Online,Completed
O0044939,C06902,2023-06-27,Store,Completed
O0044940,C01369,2022-02-19,Delivery,Completed
O0044941,C08488,2021-12-15,Store,Completed
O0044942,C05112,2024-12-27,Store,Completed
O0044943,C02148,2020-12-12,Pickup,Completed
O0044944,C02908,2020-06-25,Online,Completed
O0044945,C01580,2023-12-22,Pickup,Completed
O0044946,C09501,2021-04-29,Store,Completed
O0044947,C01135,2023-10-03,Online,Completed
O0044948,C01436,2022-12-30,Online,Completed
O0044949,C06167,2022-10-09,Online,Completed
O0044950,C02781,2021-04-26,Online,Completed
O0044951,C05350,2024-04-03,Online,Completed
O0044952,C08607,2024-12-21,Online,Completed
O0044953,C03064,2022-07-06,Online,Completed
O0044954,C07348,2022-10-14,Pickup,Completed
O0044955,C06583,2021-04-24,Store,Completed
O0044956,C06010,2020-06-14,Store,Completed
O0044957,C03601,2020-09-07,Store,Completed
O0044958,C09721,2023-08-03,Online,Completed
O0044959,C03842,2022-12-27,Store,Completed
O0044960,C00930,2021-11-25,Online,Completed
O0044961,C00365,2024-03-10,Delivery,Completed
O0044962,C03147,2023-12-23,Pickup,Completed
O0044963,C04605,2021-12-22,Online,Completed
O0044964,C03721,2022-03-22,Online,Completed
O0044965,C07542,2022-02-19,Delivery,Completed
O0044966,C00821,2024-09-08,Online,Cancelled
O0044967,C09335,2021-06-16,Online,Completed
O0044968,C08952,2020-01-07,Online,Completed
O0044969,C00661,2020-08-05,Pickup,Completed
O0044970,C02119,2023-08-18,Pickup,Completed
O0044971,C08803,2024-10-19,Store,Cancelled
O0044972,C00757,2021-09-16,Pickup,Completed
O0044973,C02121,2024-03-30,Pickup,Completed
O0044974,C04712,2021-01-11,Store,Completed
O0044975,C01647,2023-11-24,Pickup,Completed
O0044976,C04506,2020-01-28,Online,Completed
O0044977,C07710,2020-11-08,Online,Completed
O0044978,C04295,2023-10-16,Delivery,Completed
O0044979,C05952,2022-10-25,Pickup,Completed
O0044980,C00615,2021-07-01,Pickup,Completed
O0044981,C08709,2022-09-27,Pickup,Completed
O0044982,C02357,2024-09-20,Online,Completed
O0044983,C08046,2024-10-04,Online,Completed
O0044984,C03631,2020-09-20,Online,Completed
O0044985,C05329,2023-11-26,Online,Completed
O0044986,C02791,2024-04-22,Online,Completed
O0044987,C05083,2022-07-31,Online,Completed
O0044988,C05608,2022-11-02,Store,Cancelled
O0044989,C01788,2022-06-01,Pickup,Completed
O0044990,C09960,2020-05-05,Online,Completed
O0044991,C00353,2020-04-08,Online,Completed
O0044992,C07691,2020-12-14,Online,Completed
O0044993,C05040,2024-08-19,Online,Completed
O0044994,C03841,2021-10-14,Online,Completed
O0044995,C02492,2022-01-25,Online,Completed
O0044996,C06369,2024-09-21,Online,Completed
O0044997,C06761,2022-08-05,Online,Completed
O0044998,C03708,2020-12-26,Online,Completed
O0044999,C03804,2020-07-28,Online,Completed
O0045000,C06514,2023-11-08,Online,Completed
O0045001,C09945,2022-06-23,Online,Returned
O0045002,C05941,2020-04-04,Online,Completed
O0045003,C05162,2023-11-24,Store,Completed
O0045004,C07307,2023-09-03,Online,Completed
O0045005,C09638,2024-12-27,Online,Completed
O0045006,C07858,2024-06-22,Delivery,Completed
O0045007,C05688,2024-10-24,Online,Completed
O0045008,C04846,2021-09-06,Store,Completed
O0045009,C04307,2020-11-04,Store,Completed
O0045010,C07259,2021-05-14,Online,Completed
O0045011,C08516,2021-05-11,Online,Returned
O0045012,C00290,2024-08-12,Online,Completed
O0045013,C09455,2021-11-04,Online,Completed
O0045014,C08167,2021-12-20,Store,Completed
O0045015,C01073,2022-11-22,Pickup,Completed
O0045016,C05150,2020-01-09,Store,Completed
O0045017,C01635,2023-07-08,Pickup,Completed
O0045018,C00601,2023-03-13,Delivery,Completed
O0045019,C00269,2023-03-23,Store,Completed
O0045020,C00145,2021-06-16,Store,Completed
O0045021,C06312,2023-04-13,Online,Completed
O0045022,C09144,2022-11-24,Online,Completed
O0045023,C01610,2020-01-22,Online,Completed
O0045024,C04097,2023-12-25,Pickup,Completed
O0045025,C04389,2022-10-01,Online,Completed
O0045026,C03933,2021-03-10,Store,Completed
O0045027,C01149,2021-03-07,Delivery,Completed
O0045028,C09082,2023-12-12,Delivery,Cancelled
O0045029,C07516,2021-12-25,Online,Completed
O0045030,C05877,2020-11-14,Delivery,Completed
O0045031,C05561,2024-10-11,Online,Completed
O0045032,C05618,2022-10-08,Store,Completed
O0045033,C03374,2024-12-04,Delivery,Completed
O0045034,C02261,2021-03-26,Online,Completed
O0045035,C06309,2020-05-21,Pickup,Completed
O0045036,C01278,2023-04-04,Online,Completed
O0045037,C03185,2022-12-18,Pickup,Completed
O0045038,C05930,2024-12-15,Online,Completed
O0045039,C08138,2021-07-31,Online,Completed
O0045040,C05794,2022-10-30,Online,Completed
O0045041,C01602,2021-05-07,Store,Returned
O0045042,C02811,2020-03-30,Store,Completed
O0045043,C02139,2021-11-25,Store,Completed
O0045044,C06464,2023-09-19,Online,Completed
O0045045,C00985,2021-11-06,Store,Completed
O0045046,C06717,2024-05-18,Online,Returned
O0045047,C03916,2024-03-10,Store,Completed
O0045048,C00662,2022-03-16,Store,Returned
O0045049,C00656,2023-02-04,Online,Completed
O0045050,C04355,2020-07-30,Store,Completed
O0045051,C08852,2023-01-03,Online,Completed
O0045052,C05273,2023-12-15,Online,Completed
O0045053,C02714,2022-07-30,Online,Completed
O0045054,C06681,2024-12-11,Pickup,Completed
O0045055,C09633,2020-03-15,Store,Completed
O0045056,C04480,2023-04-25,Online,Completed
O0045057,C05419,2024-11-22,Online,Completed
O0045058,C07478,2020-10-17,Store,Completed
O0045059,C08644,2021-10-03,Online,Completed
O0045060,C02859,2022-04-10,Online,Cancelled
O0045061,C06138,2023-07-16,Store,Completed
O0045062,C03072,2020-12-28,Online,Completed
O0045063,C00768,2022-12-01,Store,Completed
O0045064,C02539,2024-06-17,Online,Completed
O0045065,C02964,2022-12-11,Online,Completed
O0045066,C07711,2022-06-22,Online,Completed
O0045067,C02506,2022-04-19,Online,Completed
O0045068,C07484,2023-06-09,Online,Completed
O0045069,C04049,2021-05-11,Store,Completed
O0045070,C02608,2020-03-10,Delivery,Completed
O0045071,C00851,2023-11-12,Pickup,Completed
O0045072,C05712,2024-11-17,Pickup,Completed
O0045073,C00925,2020-01-26,Delivery,Completed
O0045074,C01979,2023-09-25,Online,Completed
O0045075,C00125,2024-07-10,Online,Cancelled
O0045076,C04230,2020-10-25,Online,Completed
O0045077,C03446,2021-12-11,Online,Completed
O0045078,C00296,2024-01-13,Store,Completed
O0045079,C03340,2020-12-27,Online,Completed
O0045080,C01534,2021-04-10,Online,Completed
O0045081,C06790,2021-02-04,Store,Completed
O0045082,C00264,2022-12-28,Online,Completed
O0045083,C05438,2021-09-13,Online,Completed
O0045084,C02071,2024-12-30,Online,Returned
O0045085,C05403,2022-07-02,Delivery,Completed
O0045086,C03926,2023-06-22,Online,Completed
O0045087,C09080,2020-06-01,Pickup,Completed
O0045088,C08301,2020-11-14,Online,Completed
O0045089,C09471,2020-07-14,Online,Completed
O0045090,C05329,2024-03-14,Store,Completed
O0045091,C00146,2024-12-01,Store,Completed
O0045092,C05580,2020-05-25,Store,Completed
O0045093,C06310,2024-08-28,Pickup,Completed
O0045094,C05350,2023-03-14,Store,Completed
O0045095,C08026,2022-11-04,Online,Completed
O0045096,C08235,2022-04-25,Pickup,Completed
O0045097,C09086,2022-10-09,Online,Completed
O0045098,C08301,2022-03-26,Online,Returned
O0045099,C06141,2024-12-26,Delivery,Completed
O0045100,C04258,2020-10-11,Delivery,Completed
O0045101,C02649,2023-11-01,Delivery,Completed
O0045102,C09532,2023-12-21,Pickup,Completed
O0045103,C03622,2023-12-17,Online,Completed
O0045104,C00136,2022-02-08,Online,Returned
O0045105,C00672,2020-04-04,Online,Completed
O0045106,C01139,2022-01-14,Online,Completed
O0045107,C05827,2020-01-19,Online,Completed
O0045108,C05361,2022-12-28,Online,Completed
O0045109,C04927,2024-11-01,Pickup,Completed
O0045110,C05147,2024-05-11,Store,Completed
O0045111,C09401,2022-12-24,Online,Completed
O0045112,C00156,2022-12-03,Online,Completed
O0045113,C02228,2024-08-31,Store,Completed
O0045114,C03500,2020-12-13,Online,Completed
O0045115,C06651,2024-04-26,Delivery,Completed
O0045116,C05297,2021-03-09,Store,Completed
O0045117,C04798,2024-04-29,Online,Completed
O0045118,C03322,2023-12-31,Online,Cancelled
O0045119,C06925,2021-12-23,Online,Cancelled
O0045120,C06253,2020-11-28,Delivery,Returned
O0045121,C00242,2021-11-22,Online,Completed
O0045122,C07391,2024-07-19,Store,Completed
O0045123,C06412,2022-04-15,Pickup,Completed
O0045124,C05950,2021-05-06,Store,Completed
O0045125,C06321,2020-03-11,Store,Completed
O0045126,C05346,2024-09-11,Store,Completed
O0045127,C08900,2024-11-28,Online,Completed
O0045128,C06538,2024-01-19,Delivery,Completed
O0045129,C06367,2023-11-26,Online,Completed
O0045130,C00527,2022-07-31,Online,Completed
O0045131,C00059,2023-10-17,Online,Completed
O0045132,C09545,2022-04-12,Online,Completed
O0045133,C04135,2024-05-16,Online,Completed
O0045134,C03699,2024-08-07,Store,Completed
O0045135,C00889,2023-07-28,Store,Returned
O0045136,C01512,2021-05-05,Online,Completed
O0045137,C07180,2021-12-09,Pickup,Completed
O0045138,C00531,2023-08-29,Online,Completed
O0045139,C09225,2024-10-03,Online,Completed
O0045140,C03683,2023-05-09,Online,Completed
O0045141,C07036,2023-10-21,Delivery,Completed
O0045142,C07187,2021-04-24,Online,Completed
O0045143,C08184,2022-11-11,Online,Completed
O0045144,C01623,2022-10-13,Online,Completed
O0045145,C08005,2020-11-02,Online,Completed
O0045146,C09365,2023-08-21,Delivery,Completed
O0045147,C09866,2023-02-27,Delivery,Completed
O0045148,C07102,2021-07-22,Online,Completed
O0045149,C03024,2022-01-07,Pickup,Completed
O0045150,C01939,2023-07-07,Online,Completed
O0045151,C08613,2024-10-11,Store,Completed
O0045152,C05684,2020-11-28,Online,Completed
O0045153,C04723,2021-08-07,Online,Completed
O0045154,C09741,2021-12-03,Delivery,Completed
O0045155,C00131,2024-12-02,Online,Completed
O0045156,C00615,2023-12-23,Online,Completed
O0045157,C00033,2023-09-16,Store,Completed
O0045158,C04916,2020-02-04,Store,Completed
O0045159,C00764,2023-10-15,Online,Returned
O0045160,C00644,2022-06-16,Online,Cancelled
O0045161,C00616,2024-03-07,Online,Completed
O0045162,C00077,2021-11-12,Store,Completed
O0045163,C07823,2020-05-24,Online,Cancelled
O0045164,C06880,2022-11-08,Online,Completed
O0045165,C07276,2022-09-28,Pickup,Returned
O0045166,C07539,2021-06-14,Online,Completed
O0045167,C06135,2024-10-29,Online,Completed
O0045168,C00711,2023-12-25,Online,Completed
O0045169,C07908,2024-02-17,Delivery,Completed
O0045170,C02717,2021-03-11,Delivery,Returned
O0045171,C06654,2020-01-02,Store,Completed
O0045172,C07853,2020-11-05,Store,Completed
O0045173,C07886,2020-07-21,Online,Completed
O0045174,C07030,2021-12-31,Online,Completed
O0045175,C09564,2020-05-23,Store,Completed
O0045176,C04251,2022-12-19,Online,Completed
O0045177,C04009,2022-08-14,Online,Completed
O0045178,C07838,2023-04-09,Store,Completed
O0045179,C01818,2023-10-31,Store,Completed
O0045180,C01496,2024-10-25,Pickup,Completed
O0045181,C08515,2020-04-06,Online,Completed
O0045182,C01879,2022-06-02,Online,Completed
O0045183,C09971,2020-12-29,Pickup,Completed
O0045184,C06251,2024-08-19,Online,Completed
O0045185,C00849,2021-08-05,Online,Completed
O0045186,C07131,2024-03-22,Delivery,Completed
O0045187,C02220,2022-01-21,Online,Completed
O0045188,C03163,2022-03-09,Online,Returned
O0045189,C04878,2023-12-27,Online,Completed
O0045190,C01713,2024-12-22,Pickup,Completed
O0045191,C03721,2020-11-19,Store,Completed
O0045192,C03005,2022-11-18,Store,Completed
O0045193,C09461,2022-12-14,Delivery,Completed
O0045194,C02361,2024-12-11,Store,Completed
O0045195,C00566,2023-05-09,Pickup,Completed
O0045196,C02128,2022-06-02,Store,Completed
O0045197,C00887,2021-10-23,Online,Cancelled
O0045198,C09861,2024-09-20,Delivery,Completed
O0045199,C04784,2024-08-31,Online,Completed
O0045200,C02859,2024-08-18,Delivery,Returned
O0045201,C00402,2023-07-11,Online,Completed
O0045202,C08648,2021-11-25,Online,Completed
O0045203,C01295,2021-05-01,Pickup,Returned
O0045204,C00238,2024-07-26,Pickup,Completed
O0045205,C06084,2023-09-19,Online,Completed
O0045206,C09574,2022-09-21,Online,Completed
O0045207,C04477,2022-08-13,Online,Completed
O0045208,C02279,2020-11-17,Store,Completed
O0045209,C04368,2022-12-06,Online,Completed
O0045210,C07988,2021-06-13,Online,Completed
O0045211,C03805,2023-12-29,Store,Completed
O0045212,C00114,2024-08-21,Pickup,Completed
O0045213,C03023,2024-09-14,Pickup,Completed
O0045214,C09313,2023-04-19,Delivery,Returned
O0045215,C06907,2024-03-21,Online,Completed
O0045216,C09813,2020-01-26,Pickup,Completed
O0045217,C00308,2020-11-29,Store,Completed
O0045218,C01425,2022-12-24,Pickup,Completed
O0045219,C01315,2024-04-04,Online,Completed
O0045220,C05095,2020-08-02,Store,Completed
